     1.000000    0.002100
     0.992015    0.005226
     0.979062    0.010214
     0.964926    0.015543
     0.949651    0.021170
     0.933334    0.027030
     0.916115    0.033049
     0.898148    0.039149
     0.879590    0.045260
     0.860576    0.051323
     0.841222    0.057290
     0.821615    0.063127
     0.801825    0.068806
     0.781904    0.074308
     0.761889    0.079619
     0.741811    0.084730
     0.721693    0.089630
     0.701554    0.094313
     0.681411    0.098773
     0.661277    0.103005
     0.641166    0.107003
     0.621091    0.110761
     0.601063    0.114276
     0.581094    0.117542
     0.561196    0.120554
     0.541381    0.123307
     0.521662    0.125796
     0.502051    0.128017
     0.482562    0.129963
     0.463207    0.131631
     0.444002    0.133015
     0.424962    0.134112
     0.406102    0.134918
     0.387441    0.135429
     0.368997    0.135641
     0.350791    0.135554
     0.332845    0.135166
     0.315184    0.134477
     0.297837    0.133488
     0.280833    0.132204
     0.264207    0.130629
     0.247996    0.128773
     0.232237    0.126648
     0.216972    0.124268
     0.202243    0.121653
     0.188088    0.118824
     0.174544    0.115806
     0.161642    0.112628
     0.149404    0.109318
     0.137845    0.105905
     0.126969    0.102418
     0.116769    0.098883
     0.107231    0.095324
     0.098333    0.091760
     0.090046    0.088207
     0.082338    0.084679
     0.075173    0.081185
     0.068516    0.077733
     0.062333    0.074325
     0.056589    0.070964
     0.051252    0.067651
     0.046292    0.064385
     0.041683    0.061165
     0.037399    0.057987
     0.033418    0.054851
     0.029721    0.051751
     0.026290    0.048686
     0.023110    0.045651
     0.020168    0.042644
     0.017453    0.039662
     0.014954    0.036702
     0.012664    0.033761
     0.010578    0.030838
     0.008689    0.027932
     0.006993    0.025041
     0.005488    0.022166
     0.004171    0.019308
     0.003040    0.016469
     0.002093    0.013652
     0.001327    0.010861
     0.000740    0.008101
     0.000327    0.005377
     0.000082    0.002694
     0.000000    0.000065
     0.000075   -0.002555
     0.000319   -0.005210
     0.000744   -0.007884
     0.001362   -0.010568
     0.002184   -0.013250
     0.003217   -0.015917
     0.004464   -0.018556
     0.005928   -0.021158
     0.007610   -0.023712
     0.009506   -0.026212
     0.011616   -0.028652
     0.013937   -0.031028
     0.016469   -0.033341
     0.019211   -0.035588
     0.022165   -0.037772
     0.025335   -0.039893
     0.028726   -0.041954
     0.032348   -0.043957
     0.036211   -0.045903
     0.040327   -0.047796
     0.044714   -0.049635
     0.049391   -0.051424
     0.054381   -0.053161
     0.059709   -0.054848
     0.065407   -0.056483
     0.071509   -0.058064
     0.078053   -0.059589
     0.085086   -0.061052
     0.092656   -0.062449
     0.100817   -0.063770
     0.109627   -0.065007
     0.119150   -0.066148
     0.129447   -0.067177
     0.140581   -0.068078
     0.152608   -0.068831
     0.165576   -0.069418
     0.179517   -0.069818
     0.194447   -0.070010
     0.210358   -0.069979
     0.227223   -0.069713
     0.244996   -0.069203
     0.263615   -0.068448
     0.283010   -0.067453
     0.303109   -0.066227
     0.323841   -0.064784
     0.345139   -0.063139
     0.366942   -0.061312
     0.389196   -0.059322
     0.411852   -0.057189
     0.434865   -0.054934
     0.458195   -0.052578
     0.481799   -0.050140
     0.505632   -0.047641
     0.529642   -0.045101
     0.553762   -0.042541
     0.577914   -0.039983
     0.602039   -0.037442
     0.626108   -0.034933
     0.650109   -0.032464
     0.674038   -0.030042
     0.697894   -0.027672
     0.721675   -0.025359
     0.745376   -0.023105
     0.768982   -0.020914
     0.792464   -0.018789
     0.815768   -0.016734
     0.838811   -0.014753
     0.861466   -0.012854
     0.883554   -0.011047
     0.904847   -0.009344
     0.925082   -0.007758
     0.944003   -0.006300
     0.961412   -0.004978
     0.977207   -0.003792
     0.991392   -0.002737
     1.000000   -0.002100
