NACA 24012                                      
 Alfa =  23.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.24348
   0.99384  0.00229 -0.24528
   0.98305  0.00407 -0.24847
   0.97039  0.00614 -0.25228
   0.95615  0.00843 -0.25664
   0.94082  0.01087 -0.26144
   0.92486  0.01337 -0.26657
   0.90856  0.01587 -0.27195
   0.89209  0.01837 -0.27755
   0.87554  0.02084 -0.28334
   0.85895  0.02328 -0.28933
   0.84232  0.02568 -0.29553
   0.82569  0.02805 -0.30194
   0.80904  0.03038 -0.30859
   0.79238  0.03268 -0.31547
   0.77572  0.03494 -0.32261
   0.75905  0.03716 -0.33003
   0.74238  0.03935 -0.33774
   0.72571  0.04150 -0.34576
   0.70904  0.04361 -0.35413
   0.69237  0.04568 -0.36285
   0.67570  0.04772 -0.37196
   0.65904  0.04971 -0.38148
   0.64237  0.05166 -0.39145
   0.62572  0.05357 -0.40189
   0.60907  0.05544 -0.41285
   0.59243  0.05726 -0.42436
   0.57580  0.05903 -0.43646
   0.55918  0.06075 -0.44919
   0.54258  0.06241 -0.46259
   0.52598  0.06403 -0.47672
   0.50941  0.06558 -0.49160
   0.49285  0.06708 -0.50730
   0.47632  0.06851 -0.52383
   0.45980  0.06988 -0.54124
   0.44331  0.07118 -0.55956
   0.42684  0.07240 -0.57881
   0.41041  0.07355 -0.59899
   0.39401  0.07461 -0.62006
   0.37764  0.07559 -0.64189
   0.36131  0.07648 -0.66426
   0.34503  0.07727 -0.68677
   0.32881  0.07796 -0.70847
   0.31266  0.07854 -0.72464
   0.29660  0.07901 -0.72767
   0.28069  0.07935 -0.81714
   0.26498  0.07956 -0.96005
   0.24951  0.07959 -1.13683
   0.23431  0.07943 -1.32992
   0.21936  0.07905 -1.53044
   0.20469  0.07843 -1.73504
   0.19029  0.07755 -1.94332
   0.17617  0.07639 -2.15537
   0.16235  0.07495 -2.37422
   0.14884  0.07320 -2.59866
   0.13566  0.07115 -2.83082
   0.12286  0.06879 -3.07202
   0.11046  0.06612 -3.32279
   0.09855  0.06315 -3.58521
   0.08719  0.05993 -3.86019
   0.07649  0.05649 -4.15112
   0.06655  0.05289 -4.45705
   0.05746  0.04922 -4.78167
   0.04929  0.04556 -5.12492
   0.04204  0.04198 -5.48898
   0.03569  0.03853 -5.87230
   0.03017  0.03524 -6.28181
   0.02538  0.03213 -6.71165
   0.02123  0.02919 -7.17442
   0.01763  0.02641 -7.66285
   0.01450  0.02377 -8.18731
   0.01179  0.02127 -8.74493
   0.00943  0.01887 -9.34028
   0.00739  0.01656 -9.95971
   0.00564  0.01433-10.59417
   0.00414  0.01217-11.23987
   0.00288  0.01006-12.32227
   0.00186  0.00801-12.80985
   0.00106  0.00600-13.35483
   0.00049  0.00404-13.76628
   0.00014  0.00212-13.96311
   0.00000  0.00028-13.84222
   0.00008 -0.00154-13.44911
   0.00039 -0.00339-12.62742
   0.00098 -0.00524-11.29100
   0.00185 -0.00706 -9.57932
   0.00302 -0.00881 -7.67837
   0.00448 -0.01047 -5.88466
   0.00623 -0.01204 -4.32668
   0.00824 -0.01352 -3.05607
   0.01054 -0.01491 -2.05330
   0.01313 -0.01623 -1.27550
   0.01604 -0.01749 -0.68042
   0.01932 -0.01870 -0.22342
   0.02302 -0.01987  0.12480
   0.02724 -0.02101  0.38913
   0.03207 -0.02213  0.58933
   0.03767 -0.02324  0.73785
   0.04422 -0.02435  0.84592
   0.05194 -0.02546  0.92074
   0.06105 -0.02658  0.96792
   0.07173 -0.02771  0.99280
   0.08403 -0.02884  1.00000
   0.09781 -0.02995  0.99411
   0.11276 -0.03105  0.97942
   0.12853 -0.03214  0.95913
   0.14480 -0.03320  0.93579
   0.16135 -0.03425  0.91058
   0.17803 -0.03528  0.88455
   0.19474 -0.03627  0.85792
   0.21141 -0.03723  0.83107
   0.22801 -0.03813  0.80438
   0.24452 -0.03897  0.77760
   0.26092 -0.03973  0.75088
   0.27723 -0.04038  0.72501
   0.29346 -0.04093  0.69972
   0.30966 -0.04135  0.67573
   0.32588 -0.04167  0.65288
   0.34214 -0.04187  0.63081
   0.35845 -0.04198  0.60956
   0.37480 -0.04199  0.58867
   0.39118 -0.04191  0.56897
   0.40761 -0.04174  0.54938
   0.42408 -0.04150  0.53066
   0.44057 -0.04117  0.51235
   0.45710 -0.04078  0.49433
   0.47366 -0.04031  0.47726
   0.49024 -0.03978  0.46006
   0.50684 -0.03919  0.44326
   0.52347 -0.03853  0.42731
   0.54012 -0.03782  0.41094
   0.55678 -0.03705  0.39535
   0.57346 -0.03624  0.37953
   0.59016 -0.03537  0.36404
   0.60686 -0.03445  0.34892
   0.62358 -0.03349  0.33354
   0.64031 -0.03248  0.31851
   0.65704 -0.03143  0.30319
   0.67379 -0.03033  0.28802
   0.69054 -0.02920  0.27298
   0.70729 -0.02802  0.25749
   0.72404 -0.02681  0.24195
   0.74080 -0.02556  0.22674
   0.75756 -0.02427  0.21003
   0.77432 -0.02294  0.19440
   0.79107 -0.02157  0.17742
   0.80782 -0.02017  0.16081
   0.82456 -0.01873  0.14269
   0.84130 -0.01726  0.12502
   0.85802 -0.01575  0.10564
   0.87472 -0.01420  0.08566
   0.89137 -0.01261  0.06471
   0.90794 -0.01100  0.04221
   0.92435 -0.00936  0.01768
   0.94041 -0.00772 -0.00816
   0.95584 -0.00610 -0.03813
   0.97018 -0.00456 -0.06808
   0.98293 -0.00317 -0.10418
   0.99380 -0.00196 -0.12866
   1.00000 -0.00126 -0.24348
