NACA 24012                                      
 Alfa =  20.75000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.09919
   0.99384  0.00229 -0.10151
   0.98305  0.00407 -0.10560
   0.97039  0.00614 -0.11046
   0.95615  0.00843 -0.11602
   0.94082  0.01087 -0.12214
   0.92486  0.01337 -0.12864
   0.90856  0.01587 -0.13545
   0.89209  0.01837 -0.14249
   0.87554  0.02084 -0.14975
   0.85895  0.02328 -0.15720
   0.84232  0.02568 -0.16484
   0.82569  0.02805 -0.17267
   0.80904  0.03038 -0.18068
   0.79238  0.03268 -0.18887
   0.77572  0.03494 -0.19722
   0.75905  0.03716 -0.20572
   0.74238  0.03935 -0.21435
   0.72571  0.04150 -0.22309
   0.70904  0.04361 -0.23190
   0.69237  0.04568 -0.24071
   0.67570  0.04772 -0.24940
   0.65904  0.04971 -0.25773
   0.64237  0.05166 -0.26508
   0.62572  0.05357 -0.26963
   0.60907  0.05544 -0.26476
   0.59243  0.05726 -0.27618
   0.57580  0.05903 -0.30295
   0.55918  0.06075 -0.33843
   0.54258  0.06241 -0.38163
   0.52598  0.06403 -0.43137
   0.50941  0.06558 -0.48651
   0.49285  0.06708 -0.54582
   0.47632  0.06851 -0.60858
   0.45980  0.06988 -0.67425
   0.44331  0.07118 -0.74231
   0.42684  0.07240 -0.81278
   0.41041  0.07355 -0.88593
   0.39401  0.07461 -0.96182
   0.37764  0.07559 -1.04113
   0.36131  0.07648 -1.12428
   0.34503  0.07727 -1.21215
   0.32881  0.07796 -1.30553
   0.31266  0.07854 -1.40587
   0.29660  0.07901 -1.51445
   0.28069  0.07935 -1.63534
   0.26498  0.07956 -1.76807
   0.24951  0.07959 -1.91228
   0.23431  0.07943 -2.06623
   0.21936  0.07905 -2.22991
   0.20469  0.07843 -2.40307
   0.19029  0.07755 -2.58545
   0.17617  0.07639 -2.77625
   0.16235  0.07495 -2.97727
   0.14884  0.07320 -3.18643
   0.13566  0.07115 -3.40597
   0.12286  0.06879 -3.63609
   0.11046  0.06612 -3.87651
   0.09855  0.06315 -4.13108
   0.08719  0.05993 -4.39805
   0.07649  0.05649 -4.68327
   0.06655  0.05289 -4.98466
   0.05746  0.04922 -5.30612
   0.04929  0.04556 -5.64961
   0.04204  0.04198 -6.01351
   0.03569  0.03853 -6.39894
   0.03017  0.03524 -6.81376
   0.02538  0.03213 -7.25191
   0.02123  0.02919 -7.72099
   0.01763  0.02641 -8.21629
   0.01450  0.02377 -8.75733
   0.01179  0.02127 -9.32488
   0.00943  0.01887 -9.92880
   0.00739  0.01656-10.55992
   0.00564  0.01433-11.21592
   0.00414  0.01217-11.91875
   0.00288  0.01006-12.95480
   0.00186  0.00801-13.47465
   0.00106  0.00600-14.03348
   0.00049  0.00404-14.43388
   0.00014  0.00212-14.61682
   0.00000  0.00028-14.46886
   0.00008 -0.00154-14.04474
   0.00039 -0.00339-13.15491
   0.00098 -0.00524-11.76588
   0.00185 -0.00706 -9.95389
   0.00302 -0.00881 -7.98302
   0.00448 -0.01047 -6.11933
   0.00623 -0.01204 -4.49740
   0.00824 -0.01352 -3.18108
   0.01054 -0.01491 -2.14377
   0.01313 -0.01623 -1.34005
   0.01604 -0.01749 -0.72498
   0.01932 -0.01870 -0.25523
   0.02302 -0.01987  0.10265
   0.02724 -0.02101  0.37481
   0.03207 -0.02213  0.57985
   0.03767 -0.02324  0.73220
   0.04422 -0.02435  0.84270
   0.05194 -0.02546  0.91907
   0.06105 -0.02658  0.96719
   0.07173 -0.02771  0.99257
   0.08403 -0.02884  1.00000
   0.09781 -0.02995  0.99421
   0.11276 -0.03105  0.97950
   0.12853 -0.03214  0.95945
   0.14480 -0.03320  0.93612
   0.16135 -0.03425  0.91125
   0.17803 -0.03528  0.88552
   0.19474 -0.03627  0.85938
   0.21141 -0.03723  0.83302
   0.22801 -0.03813  0.80696
   0.24452 -0.03897  0.78091
   0.26092 -0.03973  0.75496
   0.27723 -0.04038  0.72989
   0.29346 -0.04093  0.70549
   0.30966 -0.04135  0.68268
   0.32588 -0.04167  0.66049
   0.34214 -0.04187  0.63978
   0.35845 -0.04198  0.61957
   0.37480 -0.04199  0.59983
   0.39118 -0.04191  0.58126
   0.40761 -0.04174  0.56302
   0.42408 -0.04150  0.54563
   0.44057 -0.04117  0.52855
   0.45710 -0.04078  0.51199
   0.47366 -0.04031  0.49638
   0.49024 -0.03978  0.48063
   0.50684 -0.03919  0.46542
   0.52347 -0.03853  0.45096
   0.54012 -0.03782  0.43629
   0.55678 -0.03705  0.42242
   0.57346 -0.03624  0.40830
   0.59016 -0.03537  0.39466
   0.60686 -0.03445  0.38142
   0.62358 -0.03349  0.36797
   0.64031 -0.03248  0.35499
   0.65704 -0.03143  0.34180
   0.67379 -0.03033  0.32880
   0.69054 -0.02920  0.31604
   0.70729 -0.02802  0.30295
   0.72404 -0.02681  0.28993
   0.74080 -0.02556  0.27730
   0.75756 -0.02427  0.26342
   0.77432 -0.02294  0.25064
   0.79107 -0.02157  0.23671
   0.80782 -0.02017  0.22336
   0.82456 -0.01873  0.20874
   0.84130 -0.01726  0.19463
   0.85802 -0.01575  0.17930
   0.87472 -0.01420  0.16346
   0.89137 -0.01261  0.14709
   0.90794 -0.01100  0.12951
   0.92435 -0.00936  0.11044
   0.94041 -0.00772  0.09042
   0.95584 -0.00610  0.06689
   0.97018 -0.00456  0.04367
   0.98293 -0.00317  0.01514
   0.99380 -0.00196 -0.00443
   1.00000 -0.00126 -0.09919
