NACA 24012                                      
 Alfa = -20.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.02696
   0.99384  0.00229  0.08479
   0.98305  0.00407  0.09246
   0.97039  0.00614  0.10719
   0.95615  0.00843  0.12036
   0.94082  0.01087  0.13267
   0.92486  0.01337  0.14489
   0.90856  0.01587  0.15656
   0.89209  0.01837  0.16703
   0.87554  0.02084  0.17772
   0.85895  0.02328  0.18812
   0.84232  0.02568  0.19822
   0.82569  0.02805  0.20754
   0.80904  0.03038  0.21771
   0.79238  0.03268  0.22733
   0.77572  0.03494  0.23678
   0.75905  0.03716  0.24658
   0.74238  0.03935  0.25617
   0.72571  0.04150  0.26568
   0.70904  0.04361  0.27544
   0.69237  0.04568  0.28521
   0.67570  0.04772  0.29532
   0.65904  0.04971  0.30507
   0.64237  0.05166  0.31560
   0.62572  0.05357  0.32551
   0.60907  0.05544  0.33661
   0.59243  0.05726  0.34688
   0.57580  0.05903  0.35831
   0.55918  0.06075  0.36920
   0.54258  0.06241  0.38112
   0.52598  0.06403  0.39297
   0.50941  0.06558  0.40545
   0.49285  0.06708  0.41816
   0.47632  0.06851  0.43147
   0.45980  0.06988  0.44534
   0.44331  0.07118  0.45942
   0.42684  0.07240  0.47441
   0.41041  0.07355  0.48985
   0.39401  0.07461  0.50618
   0.37764  0.07559  0.52303
   0.36131  0.07648  0.54089
   0.34503  0.07727  0.55925
   0.32881  0.07796  0.57913
   0.31266  0.07854  0.59911
   0.29660  0.07901  0.62072
   0.28069  0.07935  0.64231
   0.26498  0.07956  0.66486
   0.24951  0.07959  0.68920
   0.23431  0.07943  0.71510
   0.21936  0.07905  0.74315
   0.20469  0.07843  0.77285
   0.19029  0.07755  0.80427
   0.17617  0.07639  0.83700
   0.16235  0.07495  0.87029
   0.14884  0.07320  0.90333
   0.13566  0.07115  0.93484
   0.12286  0.06879  0.96285
   0.11046  0.06612  0.98499
   0.09855  0.06315  0.99808
   0.08719  0.05993  0.99804
   0.07649  0.05649  0.97987
   0.06655  0.05289  0.93779
   0.05746  0.04922  0.86557
   0.04929  0.04556  0.75700
   0.04204  0.04198  0.60620
   0.03569  0.03853  0.40677
   0.03017  0.03524  0.15289
   0.02538  0.03213 -0.16217
   0.02123  0.02919 -0.54797
   0.01763  0.02641 -1.01475
   0.01450  0.02377 -1.57634
   0.01179  0.02127 -2.25287
   0.00943  0.01887 -3.05929
   0.00739  0.01656 -4.02716
   0.00564  0.01433 -5.18176
   0.00414  0.01217 -6.55624
   0.00288  0.01006 -8.17698
   0.00186  0.00801-10.05763
   0.00106  0.00600-12.19739
   0.00049  0.00404-14.53253
   0.00014  0.00212-16.95523
   0.00000  0.00028-19.32125
   0.00008 -0.00154-21.59522
   0.00039 -0.00339-23.53329
   0.00098 -0.00524-24.66209
   0.00185 -0.00706-24.70488
   0.00302 -0.00881-23.69019
   0.00448 -0.01047-22.74642
   0.00623 -0.01204-19.71744
   0.00824 -0.01352-17.73299
   0.01054 -0.01491-15.80471
   0.01313 -0.01623-13.99529
   0.01604 -0.01749-12.36736
   0.01932 -0.01870-10.92860
   0.02302 -0.01987 -9.64822
   0.02724 -0.02101 -8.51708
   0.03207 -0.02213 -7.51102
   0.03767 -0.02324 -6.61552
   0.04422 -0.02435 -5.81042
   0.05194 -0.02546 -5.09349
   0.06105 -0.02658 -4.45521
   0.07173 -0.02771 -3.89712
   0.08403 -0.02884 -3.41693
   0.09781 -0.02995 -3.01603
   0.11276 -0.03105 -2.68697
   0.12853 -0.03214 -2.42168
   0.14480 -0.03320 -2.20715
   0.16135 -0.03425 -2.03402
   0.17803 -0.03528 -1.89220
   0.19474 -0.03627 -1.77486
   0.21141 -0.03723 -1.67602
   0.22801 -0.03813 -1.59132
   0.24452 -0.03897 -1.51718
   0.26092 -0.03973 -1.45021
   0.27723 -0.04038 -1.38820
   0.29346 -0.04093 -1.32737
   0.30966 -0.04135 -1.26582
   0.32588 -0.04167 -1.20541
   0.34214 -0.04187 -1.14683
   0.35845 -0.04198 -1.08988
   0.37480 -0.04199 -1.03450
   0.39118 -0.04191 -0.98126
   0.40761 -0.04174 -0.92968
   0.42408 -0.04150 -0.87990
   0.44057 -0.04117 -0.83163
   0.45710 -0.04078 -0.78468
   0.47366 -0.04031 -0.73963
   0.49024 -0.03978 -0.69536
   0.50684 -0.03919 -0.65242
   0.52347 -0.03853 -0.61078
   0.54012 -0.03782 -0.56983
   0.55678 -0.03705 -0.53011
   0.57346 -0.03624 -0.49081
   0.59016 -0.03537 -0.45263
   0.60686 -0.03445 -0.41515
   0.62358 -0.03349 -0.37830
   0.64031 -0.03248 -0.34216
   0.65704 -0.03143 -0.30666
   0.67379 -0.03033 -0.27200
   0.69054 -0.02920 -0.23817
   0.70729 -0.02802 -0.20530
   0.72404 -0.02681 -0.17360
   0.74080 -0.02556 -0.14320
   0.75756 -0.02427 -0.11441
   0.77432 -0.02294 -0.08753
   0.79107 -0.02157 -0.06277
   0.80782 -0.02017 -0.04043
   0.82456 -0.01873 -0.02072
   0.84130 -0.01726 -0.00397
   0.85802 -0.01575  0.00975
   0.87472 -0.01420  0.02018
   0.89137 -0.01261  0.02499
   0.90794 -0.01100  0.01779
   0.92435 -0.00936  0.01610
   0.94041 -0.00772  0.01702
   0.95584 -0.00610  0.01897
   0.97018 -0.00456  0.02129
   0.98293 -0.00317  0.02360
   0.99380 -0.00196  0.02571
   1.00000 -0.00126  0.02696
