NACA 24012                                      
 Alfa =  23.37500 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.26649
   0.99384  0.00229 -0.26820
   0.98305  0.00407 -0.27122
   0.97039  0.00614 -0.27481
   0.95615  0.00843 -0.27892
   0.94082  0.01087 -0.28345
   0.92486  0.01337 -0.28828
   0.90856  0.01587 -0.29334
   0.89209  0.01837 -0.29859
   0.87554  0.02084 -0.30403
   0.85895  0.02328 -0.30964
   0.84232  0.02568 -0.31544
   0.82569  0.02805 -0.32144
   0.80904  0.03038 -0.32764
   0.79238  0.03268 -0.33406
   0.77572  0.03494 -0.34071
   0.75905  0.03716 -0.34761
   0.74238  0.03935 -0.35478
   0.72571  0.04150 -0.36223
   0.70904  0.04361 -0.36998
   0.69237  0.04568 -0.37806
   0.67570  0.04772 -0.38649
   0.65904  0.04971 -0.39530
   0.64237  0.05166 -0.40452
   0.62572  0.05357 -0.41417
   0.60907  0.05544 -0.42430
   0.59243  0.05726 -0.43494
   0.57580  0.05903 -0.44613
   0.55918  0.06075 -0.45792
   0.54258  0.06241 -0.47035
   0.52598  0.06403 -0.48348
   0.50941  0.06558 -0.49736
   0.49285  0.06708 -0.51206
   0.47632  0.06851 -0.52761
   0.45980  0.06988 -0.54409
   0.44331  0.07118 -0.56154
   0.42684  0.07240 -0.58000
   0.41041  0.07355 -0.59951
   0.39401  0.07461 -0.62008
   0.37764  0.07559 -0.64172
   0.36131  0.07648 -0.66440
   0.34503  0.07727 -0.68803
   0.32881  0.07796 -0.71239
   0.31266  0.07854 -0.73704
   0.29660  0.07901 -0.76099
   0.28069  0.07935 -0.77953
   0.26498  0.07956 -0.78440
   0.24951  0.07959 -0.89805
   0.23431  0.07943 -1.07747
   0.21936  0.07905 -1.29001
   0.20469  0.07843 -1.51393
   0.19029  0.07755 -1.73953
   0.17617  0.07639 -1.96569
   0.16235  0.07495 -2.19534
   0.14884  0.07320 -2.42707
   0.13566  0.07115 -2.66594
   0.12286  0.06879 -2.91121
   0.11046  0.06612 -3.16515
   0.09855  0.06315 -3.43020
   0.08719  0.05993 -3.70639
   0.07649  0.05649 -3.99769
   0.06655  0.05289 -4.30353
   0.05746  0.04922 -4.62696
   0.04929  0.04556 -4.96834
   0.04204  0.04198 -5.32910
   0.03569  0.03853 -5.70914
   0.03017  0.03524 -6.11330
   0.02538  0.03213 -6.53868
   0.02123  0.02919 -6.99513
   0.01763  0.02641 -7.47533
   0.01450  0.02377 -7.99570
   0.01179  0.02127 -8.54130
   0.00943  0.01887 -9.12846
   0.00739  0.01656 -9.73942
   0.00564  0.01433-10.35883
   0.00414  0.01217-10.99741
   0.00288  0.01006-12.06285
   0.00186  0.00801-12.54018
   0.00106  0.00600-13.07781
   0.00049  0.00404-13.48116
   0.00014  0.00212-13.66572
   0.00000  0.00028-13.55869
   0.00008 -0.00154-13.16569
   0.00039 -0.00339-12.36035
   0.00098 -0.00524-11.06235
   0.00185 -0.00706 -9.35620
   0.00302 -0.00881 -7.50894
   0.00448 -0.01047 -5.74827
   0.00623 -0.01204 -4.21585
   0.00824 -0.01352 -2.96877
   0.01054 -0.01491 -1.98803
   0.01313 -0.01623 -1.22537
   0.01604 -0.01749 -0.64005
   0.01932 -0.01870 -0.19396
   0.02302 -0.01987  0.14706
   0.02724 -0.02101  0.40594
   0.03207 -0.02213  0.60153
   0.03767 -0.02324  0.74677
   0.04422 -0.02435  0.85177
   0.05194 -0.02546  0.92458
   0.06105 -0.02658  0.96998
   0.07173 -0.02771  0.99369
   0.08403 -0.02884  0.99997
   0.09781 -0.02995  0.99343
   0.11276 -0.03105  0.97823
   0.12853 -0.03214  0.95768
   0.14480 -0.03320  0.93397
   0.16135 -0.03425  0.90859
   0.17803 -0.03528  0.88237
   0.19474 -0.03627  0.85551
   0.21141 -0.03723  0.82852
   0.22801 -0.03813  0.80168
   0.24452 -0.03897  0.77473
   0.26092 -0.03973  0.74776
   0.27723 -0.04038  0.72174
   0.29346 -0.04093  0.69628
   0.30966 -0.04135  0.67223
   0.32588 -0.04167  0.64903
   0.34214 -0.04187  0.62683
   0.35845 -0.04198  0.60550
   0.37480 -0.04199  0.58440
   0.39118 -0.04191  0.56446
   0.40761 -0.04174  0.54472
   0.42408 -0.04150  0.52579
   0.44057 -0.04117  0.50720
   0.45710 -0.04078  0.48908
   0.47366 -0.04031  0.47174
   0.49024 -0.03978  0.45432
   0.50684 -0.03919  0.43733
   0.52347 -0.03853  0.42110
   0.54012 -0.03782  0.40452
   0.55678 -0.03705  0.38864
   0.57346 -0.03624  0.37257
   0.59016 -0.03537  0.35678
   0.60686 -0.03445  0.34143
   0.62358 -0.03349  0.32571
   0.64031 -0.03248  0.31042
   0.65704 -0.03143  0.29473
   0.67379 -0.03033  0.27927
   0.69054 -0.02920  0.26390
   0.70729 -0.02802  0.24798
   0.72404 -0.02681  0.23216
   0.74080 -0.02556  0.21648
   0.75756 -0.02427  0.19941
   0.77432 -0.02294  0.18332
   0.79107 -0.02157  0.16591
   0.80782 -0.02017  0.14881
   0.82456 -0.01873  0.13021
   0.84130 -0.01726  0.11195
   0.85802 -0.01575  0.09208
   0.87472 -0.01420  0.07148
   0.89137 -0.01261  0.04984
   0.90794 -0.01100  0.02670
   0.92435 -0.00936  0.00140
   0.94041 -0.00772 -0.02523
   0.95584 -0.00610 -0.05609
   0.97018 -0.00456 -0.08687
   0.98293 -0.00317 -0.12400
   0.99380 -0.00196 -0.14888
   1.00000 -0.00126 -0.26649
