NACA 24012                                      
 Alfa =  20.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.08472
   0.99384  0.00229 -0.08703
   0.98305  0.00407 -0.09110
   0.97039  0.00614 -0.09593
   0.95615  0.00843 -0.10144
   0.94082  0.01087 -0.10749
   0.92486  0.01337 -0.11392
   0.90856  0.01587 -0.12061
   0.89209  0.01837 -0.12752
   0.87554  0.02084 -0.13461
   0.85895  0.02328 -0.14186
   0.84232  0.02568 -0.14927
   0.82569  0.02805 -0.15682
   0.80904  0.03038 -0.16451
   0.79238  0.03268 -0.17231
   0.77572  0.03494 -0.18022
   0.75905  0.03716 -0.18819
   0.74238  0.03935 -0.19620
   0.72571  0.04150 -0.20418
   0.70904  0.04361 -0.21200
   0.69237  0.04568 -0.21938
   0.67570  0.04772 -0.22567
   0.65904  0.04971 -0.22883
   0.64237  0.05166 -0.22269
   0.62572  0.05357 -0.23596
   0.60907  0.05544 -0.26067
   0.59243  0.05726 -0.29297
   0.57580  0.05903 -0.33206
   0.55918  0.06075 -0.37689
   0.54258  0.06241 -0.42662
   0.52598  0.06403 -0.48023
   0.50941  0.06558 -0.53706
   0.49285  0.06708 -0.59639
   0.47632  0.06851 -0.65794
   0.45980  0.06988 -0.72179
   0.44331  0.07118 -0.78749
   0.42684  0.07240 -0.85556
   0.41041  0.07355 -0.92635
   0.39401  0.07461 -0.99991
   0.37764  0.07559 -1.07721
   0.36131  0.07648 -1.15830
   0.34503  0.07727 -1.24437
   0.32881  0.07796 -1.33613
   0.31266  0.07854 -1.43488
   0.29660  0.07901 -1.54222
   0.28069  0.07935 -1.66184
   0.26498  0.07956 -1.79345
   0.24951  0.07959 -1.93673
   0.23431  0.07943 -2.08961
   0.21936  0.07905 -2.25218
   0.20469  0.07843 -2.42409
   0.19029  0.07755 -2.60538
   0.17617  0.07639 -2.79468
   0.16235  0.07495 -2.99469
   0.14884  0.07320 -3.20209
   0.13566  0.07115 -3.42011
   0.12286  0.06879 -3.64812
   0.11046  0.06612 -3.88716
   0.09855  0.06315 -4.13866
   0.08719  0.05993 -4.40432
   0.07649  0.05649 -4.68636
   0.06655  0.05289 -4.98623
   0.05746  0.04922 -5.30316
   0.04929  0.04556 -5.64356
   0.04204  0.04198 -6.00395
   0.03569  0.03853 -6.38761
   0.03017  0.03524 -6.79610
   0.02538  0.03213 -7.23120
   0.02123  0.02919 -7.69432
   0.01763  0.02641 -8.18693
   0.01450  0.02377 -8.72159
   0.01179  0.02127 -9.27991
   0.00943  0.01887 -9.88495
   0.00739  0.01656-10.50233
   0.00564  0.01433-11.15079
   0.00414  0.01217-11.86820
   0.00288  0.01006-12.86348
   0.00186  0.00801-13.38296
   0.00106  0.00600-13.93396
   0.00049  0.00404-14.32580
   0.00014  0.00212-14.50077
   0.00000  0.00028-14.34377
   0.00008 -0.00154-13.92057
   0.00039 -0.00339-13.03285
   0.00098 -0.00524-11.63442
   0.00185 -0.00706 -9.84657
   0.00302 -0.00881 -7.88505
   0.00448 -0.01047 -6.03199
   0.00623 -0.01204 -4.42819
   0.00824 -0.01352 -3.12376
   0.01054 -0.01491 -2.09486
   0.01313 -0.01623 -1.30387
   0.01604 -0.01749 -0.69542
   0.01932 -0.01870 -0.23176
   0.02302 -0.01987  0.12168
   0.02724 -0.02101  0.38962
   0.03207 -0.02213  0.59078
   0.03767 -0.02324  0.74053
   0.04422 -0.02435  0.84852
   0.05194 -0.02546  0.92290
   0.06105 -0.02658  0.96945
   0.07173 -0.02771  0.99357
   0.08403 -0.02884  0.99997
   0.09781 -0.02995  0.99343
   0.11276 -0.03105  0.97818
   0.12853 -0.03214  0.95765
   0.14480 -0.03320  0.93413
   0.16135 -0.03425  0.90897
   0.17803 -0.03528  0.88313
   0.19474 -0.03627  0.85686
   0.21141 -0.03723  0.83052
   0.22801 -0.03813  0.80433
   0.24452 -0.03897  0.77822
   0.26092 -0.03973  0.75237
   0.27723 -0.04038  0.72731
   0.29346 -0.04093  0.70295
   0.30966 -0.04135  0.68013
   0.32588 -0.04167  0.65824
   0.34214 -0.04187  0.63734
   0.35845 -0.04198  0.61746
   0.37480 -0.04199  0.59769
   0.39118 -0.04191  0.57934
   0.40761 -0.04174  0.56123
   0.42408 -0.04150  0.54394
   0.44057 -0.04117  0.52701
   0.45710 -0.04078  0.51064
   0.47366 -0.04031  0.49516
   0.49024 -0.03978  0.47962
   0.50684 -0.03919  0.46450
   0.52347 -0.03853  0.45033
   0.54012 -0.03782  0.43582
   0.55678 -0.03705  0.42207
   0.57346 -0.03624  0.40819
   0.59016 -0.03537  0.39477
   0.60686 -0.03445  0.38171
   0.62358 -0.03349  0.36851
   0.64031 -0.03248  0.35576
   0.65704 -0.03143  0.34277
   0.67379 -0.03033  0.33005
   0.69054 -0.02920  0.31754
   0.70729 -0.02802  0.30469
   0.72404 -0.02681  0.29199
   0.74080 -0.02556  0.27963
   0.75756 -0.02427  0.26605
   0.77432 -0.02294  0.25361
   0.79107 -0.02157  0.24002
   0.80782 -0.02017  0.22704
   0.82456 -0.01873  0.21283
   0.84130 -0.01726  0.19912
   0.85802 -0.01575  0.18425
   0.87472 -0.01420  0.16893
   0.89137 -0.01261  0.15308
   0.90794 -0.01100  0.13608
   0.92435 -0.00936  0.11769
   0.94041 -0.00772  0.09841
   0.95584 -0.00610  0.07571
   0.97018 -0.00456  0.05340
   0.98293 -0.00317  0.02593
   0.99380 -0.00196  0.00724
   1.00000 -0.00126 -0.08472
