NACA 24012                                      
 Alfa =  23.12500 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.25224
   0.99384  0.00229 -0.25400
   0.98305  0.00407 -0.25712
   0.97039  0.00614 -0.26084
   0.95615  0.00843 -0.26511
   0.94082  0.01087 -0.26980
   0.92486  0.01337 -0.27481
   0.90856  0.01587 -0.28006
   0.89209  0.01837 -0.28552
   0.87554  0.02084 -0.29118
   0.85895  0.02328 -0.29702
   0.84232  0.02568 -0.30306
   0.82569  0.02805 -0.30931
   0.80904  0.03038 -0.31578
   0.79238  0.03268 -0.32248
   0.77572  0.03494 -0.32943
   0.75905  0.03716 -0.33664
   0.74238  0.03935 -0.34414
   0.72571  0.04150 -0.35194
   0.70904  0.04361 -0.36006
   0.69237  0.04568 -0.36853
   0.67570  0.04772 -0.37738
   0.65904  0.04971 -0.38663
   0.64237  0.05166 -0.39631
   0.62572  0.05357 -0.40645
   0.60907  0.05544 -0.41709
   0.59243  0.05726 -0.42827
   0.57580  0.05903 -0.44003
   0.55918  0.06075 -0.45242
   0.54258  0.06241 -0.46547
   0.52598  0.06403 -0.47924
   0.50941  0.06558 -0.49377
   0.49285  0.06708 -0.50913
   0.47632  0.06851 -0.52534
   0.45980  0.06988 -0.54246
   0.44331  0.07118 -0.56053
   0.42684  0.07240 -0.57957
   0.41041  0.07355 -0.59959
   0.39401  0.07461 -0.62062
   0.37764  0.07559 -0.64260
   0.36131  0.07648 -0.66539
   0.34503  0.07727 -0.68875
   0.32881  0.07796 -0.71222
   0.31266  0.07854 -0.73459
   0.29660  0.07901 -0.74896
   0.28069  0.07935 -0.76292
   0.26498  0.07956 -0.87412
   0.24951  0.07959 -1.03978
   0.23431  0.07943 -1.23476
   0.21936  0.07905 -1.44201
   0.20469  0.07843 -1.65329
   0.19029  0.07755 -1.86754
   0.17617  0.07639 -2.08420
   0.16235  0.07495 -2.30589
   0.14884  0.07320 -2.53300
   0.13566  0.07115 -2.76693
   0.12286  0.06879 -3.00932
   0.11046  0.06612 -3.26082
   0.09855  0.06315 -3.52437
   0.08719  0.05993 -3.79810
   0.07649  0.05649 -4.08970
   0.06655  0.05289 -4.39460
   0.05746  0.04922 -4.71834
   0.04929  0.04556 -5.06031
   0.04204  0.04198 -5.42244
   0.03569  0.03853 -5.80516
   0.03017  0.03524 -6.20790
   0.02538  0.03213 -6.63959
   0.02123  0.02919 -7.09737
   0.01763  0.02641 -7.58120
   0.01450  0.02377 -8.10567
   0.01179  0.02127 -8.65456
   0.00943  0.01887 -9.24841
   0.00739  0.01656 -9.85796
   0.00564  0.01433-10.48882
   0.00414  0.01217-11.12919
   0.00288  0.01006-12.20444
   0.00186  0.00801-12.68918
   0.00106  0.00600-13.22842
   0.00049  0.00404-13.62942
   0.00014  0.00212-13.81860
   0.00000  0.00028-13.71733
   0.00008 -0.00154-13.31748
   0.00039 -0.00339-12.49203
   0.00098 -0.00524-11.18249
   0.00185 -0.00706 -9.46185
   0.00302 -0.00881 -7.60023
   0.00448 -0.01047 -5.81620
   0.00623 -0.01204 -4.26984
   0.00824 -0.01352 -3.01226
   0.01054 -0.01491 -2.01811
   0.01313 -0.01623 -1.24988
   0.01604 -0.01749 -0.65855
   0.01932 -0.01870 -0.20858
   0.02302 -0.01987  0.13709
   0.02724 -0.02101  0.39846
   0.03207 -0.02213  0.59593
   0.03767 -0.02324  0.74298
   0.04422 -0.02435  0.84923
   0.05194 -0.02546  0.92291
   0.06105 -0.02658  0.96916
   0.07173 -0.02771  0.99333
   0.08403 -0.02884  0.99999
   0.09781 -0.02995  0.99371
   0.11276 -0.03105  0.97870
   0.12853 -0.03214  0.95826
   0.14480 -0.03320  0.93473
   0.16135 -0.03425  0.90933
   0.17803 -0.03528  0.88323
   0.19474 -0.03627  0.85650
   0.21141 -0.03723  0.82956
   0.22801 -0.03813  0.80276
   0.24452 -0.03897  0.77589
   0.26092 -0.03973  0.74912
   0.27723 -0.04038  0.72316
   0.29346 -0.04093  0.69776
   0.30966 -0.04135  0.67378
   0.32588 -0.04167  0.65072
   0.34214 -0.04187  0.62872
   0.35845 -0.04198  0.60734
   0.37480 -0.04199  0.58645
   0.39118 -0.04191  0.56657
   0.40761 -0.04174  0.54702
   0.42408 -0.04150  0.52817
   0.44057 -0.04117  0.50972
   0.45710 -0.04078  0.49174
   0.47366 -0.04031  0.47457
   0.49024 -0.03978  0.45727
   0.50684 -0.03919  0.44037
   0.52347 -0.03853  0.42438
   0.54012 -0.03782  0.40789
   0.55678 -0.03705  0.39223
   0.57346 -0.03624  0.37630
   0.59016 -0.03537  0.36071
   0.60686 -0.03445  0.34551
   0.62358 -0.03349  0.33003
   0.64031 -0.03248  0.31487
   0.65704 -0.03143  0.29946
   0.67379 -0.03033  0.28418
   0.69054 -0.02920  0.26900
   0.70729 -0.02802  0.25336
   0.72404 -0.02681  0.23773
   0.74080 -0.02556  0.22235
   0.75756 -0.02427  0.20556
   0.77432 -0.02294  0.18970
   0.79107 -0.02157  0.17260
   0.80782 -0.02017  0.15581
   0.82456 -0.01873  0.13755
   0.84130 -0.01726  0.11961
   0.85802 -0.01575  0.10009
   0.87472 -0.01420  0.07987
   0.89137 -0.01261  0.05871
   0.90794 -0.01100  0.03597
   0.92435 -0.00936  0.01118
   0.94041 -0.00772 -0.01491
   0.95584 -0.00610 -0.04526
   0.97018 -0.00456 -0.07542
   0.98293 -0.00317 -0.11189
   0.99380 -0.00196 -0.13641
   1.00000 -0.00126 -0.25224
