NACA 24012                                      
 Alfa =  21.12500 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.12188
   0.99384  0.00229 -0.12418
   0.98305  0.00407 -0.12825
   0.97039  0.00614 -0.13308
   0.95615  0.00843 -0.13863
   0.94082  0.01087 -0.14474
   0.92486  0.01337 -0.15126
   0.90856  0.01587 -0.15809
   0.89209  0.01837 -0.16519
   0.87554  0.02084 -0.17253
   0.85895  0.02328 -0.18010
   0.84232  0.02568 -0.18791
   0.82569  0.02805 -0.19595
   0.80904  0.03038 -0.20424
   0.79238  0.03268 -0.21276
   0.77572  0.03494 -0.22154
   0.75905  0.03716 -0.23055
   0.74238  0.03935 -0.23981
   0.72571  0.04150 -0.24930
   0.70904  0.04361 -0.25901
   0.69237  0.04568 -0.26892
   0.67570  0.04772 -0.27901
   0.65904  0.04971 -0.28924
   0.64237  0.05166 -0.29955
   0.62572  0.05357 -0.30986
   0.60907  0.05544 -0.31996
   0.59243  0.05726 -0.32942
   0.57580  0.05903 -0.33696
   0.55918  0.06075 -0.33768
   0.54258  0.06241 -0.33964
   0.52598  0.06403 -0.36829
   0.50941  0.06558 -0.40830
   0.49285  0.06708 -0.45820
   0.47632  0.06851 -0.51633
   0.45980  0.06988 -0.58117
   0.44331  0.07118 -0.65100
   0.42684  0.07240 -0.72494
   0.41041  0.07355 -0.80226
   0.39401  0.07461 -0.88263
   0.37764  0.07559 -0.96643
   0.36131  0.07648 -1.05373
   0.34503  0.07727 -1.14535
   0.32881  0.07796 -1.24228
   0.31266  0.07854 -1.34552
   0.29660  0.07901 -1.45704
   0.28069  0.07935 -1.57997
   0.26498  0.07956 -1.71476
   0.24951  0.07959 -1.86088
   0.23431  0.07943 -2.01632
   0.21936  0.07905 -2.18176
   0.20469  0.07843 -2.35667
   0.19029  0.07755 -2.54085
   0.17617  0.07639 -2.73301
   0.16235  0.07495 -2.93611
   0.14884  0.07320 -3.14761
   0.13566  0.07115 -3.36879
   0.12286  0.06879 -3.60096
   0.11046  0.06612 -3.84445
   0.09855  0.06315 -4.10067
   0.08719  0.05993 -4.37184
   0.07649  0.05649 -4.65849
   0.06655  0.05289 -4.96438
   0.05746  0.04922 -5.28915
   0.04929  0.04556 -5.63548
   0.04204  0.04198 -6.00316
   0.03569  0.03853 -6.39512
   0.03017  0.03524 -6.81171
   0.02538  0.03213 -7.25248
   0.02123  0.02919 -7.72912
   0.01763  0.02641 -8.23184
   0.01450  0.02377 -8.77493
   0.01179  0.02127 -9.34574
   0.00943  0.01887 -9.96580
   0.00739  0.01656-10.60279
   0.00564  0.01433-11.26369
   0.00414  0.01217-11.94951
   0.00288  0.01006-13.03160
   0.00186  0.00801-13.55508
   0.00106  0.00600-14.10909
   0.00049  0.00404-14.53847
   0.00014  0.00212-14.72342
   0.00000  0.00028-14.58437
   0.00008 -0.00154-14.15645
   0.00039 -0.00339-13.29791
   0.00098 -0.00524-11.86930
   0.00185 -0.00706-10.06987
   0.00302 -0.00881 -8.09052
   0.00448 -0.01047 -6.20279
   0.00623 -0.01204 -4.56846
   0.00824 -0.01352 -3.24115
   0.01054 -0.01491 -2.19235
   0.01313 -0.01623 -1.38050
   0.01604 -0.01749 -0.75773
   0.01932 -0.01870 -0.28119
   0.02302 -0.01987  0.08291
   0.02724 -0.02101  0.35830
   0.03207 -0.02213  0.56744
   0.03767 -0.02324  0.72322
   0.04422 -0.02435  0.83602
   0.05194 -0.02546  0.91473
   0.06105 -0.02658  0.96454
   0.07173 -0.02771  0.99141
   0.08403 -0.02884  0.99996
   0.09781 -0.02995  0.99503
   0.11276 -0.03105  0.98098
   0.12853 -0.03214  0.96129
   0.14480 -0.03320  0.93837
   0.16135 -0.03425  0.91369
   0.17803 -0.03528  0.88812
   0.19474 -0.03627  0.86208
   0.21141 -0.03723  0.83579
   0.22801 -0.03813  0.80975
   0.24452 -0.03897  0.78365
   0.26092 -0.03973  0.75771
   0.27723 -0.04038  0.73254
   0.29346 -0.04093  0.70808
   0.30966 -0.04135  0.68500
   0.32588 -0.04167  0.66298
   0.34214 -0.04187  0.64179
   0.35845 -0.04198  0.62166
   0.37480 -0.04199  0.60155
   0.39118 -0.04191  0.58294
   0.40761 -0.04174  0.56441
   0.42408 -0.04150  0.54681
   0.44057 -0.04117  0.52947
   0.45710 -0.04078  0.51269
   0.47366 -0.04031  0.49690
   0.49024 -0.03978  0.48083
   0.50684 -0.03919  0.46532
   0.52347 -0.03853  0.45068
   0.54012 -0.03782  0.43568
   0.55678 -0.03705  0.42155
   0.57346 -0.03624  0.40710
   0.59016 -0.03537  0.39316
   0.60686 -0.03445  0.37961
   0.62358 -0.03349  0.36584
   0.64031 -0.03248  0.35247
   0.65704 -0.03143  0.33895
   0.67379 -0.03033  0.32556
   0.69054 -0.02920  0.31240
   0.70729 -0.02802  0.29893
   0.72404 -0.02681  0.28548
   0.74080 -0.02556  0.27241
   0.75756 -0.02427  0.25802
   0.77432 -0.02294  0.24476
   0.79107 -0.02157  0.23034
   0.80782 -0.02017  0.21639
   0.82456 -0.01873  0.20118
   0.84130 -0.01726  0.18644
   0.85802 -0.01575  0.17039
   0.87472 -0.01420  0.15384
   0.89137 -0.01261  0.13665
   0.90794 -0.01100  0.11817
   0.92435 -0.00936  0.09810
   0.94041 -0.00772  0.07700
   0.95584 -0.00610  0.05225
   0.97018 -0.00456  0.02770
   0.98293 -0.00317 -0.00237
   0.99380 -0.00196 -0.02317
   1.00000 -0.00126 -0.12188
