NACA 24012                                      
 Alfa =  21.87500 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.16866
   0.99384  0.00229 -0.17081
   0.98305  0.00407 -0.17462
   0.97039  0.00614 -0.17917
   0.95615  0.00843 -0.18439
   0.94082  0.01087 -0.19015
   0.92486  0.01337 -0.19631
   0.90856  0.01587 -0.20278
   0.89209  0.01837 -0.20953
   0.87554  0.02084 -0.21652
   0.85895  0.02328 -0.22376
   0.84232  0.02568 -0.23126
   0.82569  0.02805 -0.23902
   0.80904  0.03038 -0.24706
   0.79238  0.03268 -0.25539
   0.77572  0.03494 -0.26403
   0.75905  0.03716 -0.27298
   0.74238  0.03935 -0.28228
   0.72571  0.04150 -0.29192
   0.70904  0.04361 -0.30194
   0.69237  0.04568 -0.31234
   0.67570  0.04772 -0.32314
   0.65904  0.04971 -0.33435
   0.64237  0.05166 -0.34600
   0.62572  0.05357 -0.35807
   0.60907  0.05544 -0.37057
   0.59243  0.05726 -0.38349
   0.57580  0.05903 -0.39681
   0.55918  0.06075 -0.41050
   0.54258  0.06241 -0.42450
   0.52598  0.06403 -0.43874
   0.50941  0.06558 -0.45309
   0.49285  0.06708 -0.46730
   0.47632  0.06851 -0.48070
   0.45980  0.06988 -0.49099
   0.44331  0.07118 -0.48675
   0.42684  0.07240 -0.51312
   0.41041  0.07355 -0.56579
   0.39401  0.07461 -0.63645
   0.37764  0.07559 -0.72129
   0.36131  0.07648 -0.81660
   0.34503  0.07727 -0.91970
   0.32881  0.07796 -1.02893
   0.31266  0.07854 -1.14426
   0.29660  0.07901 -1.26647
   0.28069  0.07935 -1.39831
   0.26498  0.07956 -1.54054
   0.24951  0.07959 -1.69311
   0.23431  0.07943 -1.85430
   0.21936  0.07905 -2.02451
   0.20469  0.07843 -2.20398
   0.19029  0.07755 -2.39204
   0.17617  0.07639 -2.58810
   0.16235  0.07495 -2.79483
   0.14884  0.07320 -3.00919
   0.13566  0.07115 -3.23452
   0.12286  0.06879 -3.46987
   0.11046  0.06612 -3.71626
   0.09855  0.06315 -3.97702
   0.08719  0.05993 -4.25030
   0.07649  0.05649 -4.54149
   0.06655  0.05289 -4.85035
   0.05746  0.04922 -5.17919
   0.04929  0.04556 -5.52774
   0.04204  0.04198 -5.89949
   0.03569  0.03853 -6.29288
   0.03017  0.03524 -6.71281
   0.02538  0.03213 -7.15815
   0.02123  0.02919 -7.63657
   0.01763  0.02641 -8.14040
   0.01450  0.02377 -8.68785
   0.01179  0.02127 -9.26250
   0.00943  0.01887 -9.88569
   0.00739  0.01656-10.52582
   0.00564  0.01433-11.19109
   0.00414  0.01217-11.85970
   0.00288  0.01006-12.98499
   0.00186  0.00801-13.49801
   0.00106  0.00600-14.06292
   0.00049  0.00404-14.50659
   0.00014  0.00212-14.68812
   0.00000  0.00028-14.57556
   0.00008 -0.00154-14.15893
   0.00039 -0.00339-13.29931
   0.00098 -0.00524-11.90637
   0.00185 -0.00706-10.08652
   0.00302 -0.00881 -8.12704
   0.00448 -0.01047 -6.23391
   0.00623 -0.01204 -4.60538
   0.00824 -0.01352 -3.26995
   0.01054 -0.01491 -2.21840
   0.01313 -0.01623 -1.40541
   0.01604 -0.01749 -0.77665
   0.01932 -0.01870 -0.29918
   0.02302 -0.01987  0.06902
   0.02724 -0.02101  0.34700
   0.03207 -0.02213  0.55816
   0.03767 -0.02324  0.71628
   0.04422 -0.02435  0.83061
   0.05194 -0.02546  0.91107
   0.06105 -0.02658  0.96230
   0.07173 -0.02771  0.99039
   0.08403 -0.02884  0.99987
   0.09781 -0.02995  0.99566
   0.11276 -0.03105  0.98216
   0.12853 -0.03214  0.96289
   0.14480 -0.03320  0.94024
   0.16135 -0.03425  0.91565
   0.17803 -0.03528  0.89015
   0.19474 -0.03627  0.86415
   0.21141 -0.03723  0.83777
   0.22801 -0.03813  0.81169
   0.24452 -0.03897  0.78532
   0.26092 -0.03973  0.75929
   0.27723 -0.04038  0.73392
   0.29346 -0.04093  0.70918
   0.30966 -0.04135  0.68585
   0.32588 -0.04167  0.66342
   0.34214 -0.04187  0.64200
   0.35845 -0.04198  0.62135
   0.37480 -0.04199  0.60108
   0.39118 -0.04191  0.58190
   0.40761 -0.04174  0.56299
   0.42408 -0.04150  0.54495
   0.44057 -0.04117  0.52719
   0.45710 -0.04078  0.50996
   0.47366 -0.04031  0.49359
   0.49024 -0.03978  0.47714
   0.50684 -0.03919  0.46102
   0.52347 -0.03853  0.44589
   0.54012 -0.03782  0.43033
   0.55678 -0.03705  0.41557
   0.57346 -0.03624  0.40056
   0.59016 -0.03537  0.38601
   0.60686 -0.03445  0.37182
   0.62358 -0.03349  0.35736
   0.64031 -0.03248  0.34335
   0.65704 -0.03143  0.32906
   0.67379 -0.03033  0.31497
   0.69054 -0.02920  0.30105
   0.70729 -0.02802  0.28672
   0.72404 -0.02681  0.27248
   0.74080 -0.02556  0.25845
   0.75756 -0.02427  0.24319
   0.77432 -0.02294  0.22891
   0.79107 -0.02157  0.21344
   0.80782 -0.02017  0.19841
   0.82456 -0.01873  0.18200
   0.84130 -0.01726  0.16605
   0.85802 -0.01575  0.14862
   0.87472 -0.01420  0.13062
   0.89137 -0.01261  0.11186
   0.90794 -0.01100  0.09171
   0.92435 -0.00936  0.06972
   0.94041 -0.00772  0.04657
   0.95584 -0.00610  0.01954
   0.97018 -0.00456 -0.00737
   0.98293 -0.00317 -0.04016
   0.99380 -0.00196 -0.06286
   1.00000 -0.00126 -0.16866
