NACA 24012                                      
 Alfa =  21.37500 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.13691
   0.99384  0.00229 -0.13917
   0.98305  0.00407 -0.14318
   0.97039  0.00614 -0.14796
   0.95615  0.00843 -0.15344
   0.94082  0.01087 -0.15948
   0.92486  0.01337 -0.16593
   0.90856  0.01587 -0.17270
   0.89209  0.01837 -0.17975
   0.87554  0.02084 -0.18704
   0.85895  0.02328 -0.19457
   0.84232  0.02568 -0.20235
   0.82569  0.02805 -0.21039
   0.80904  0.03038 -0.21869
   0.79238  0.03268 -0.22726
   0.77572  0.03494 -0.23612
   0.75905  0.03716 -0.24526
   0.74238  0.03935 -0.25469
   0.72571  0.04150 -0.26442
   0.70904  0.04361 -0.27443
   0.69237  0.04568 -0.28473
   0.67570  0.04772 -0.29531
   0.65904  0.04971 -0.30615
   0.64237  0.05166 -0.31722
   0.62572  0.05357 -0.32849
   0.60907  0.05544 -0.33991
   0.59243  0.05726 -0.35139
   0.57580  0.05903 -0.36276
   0.55918  0.06075 -0.37365
   0.54258  0.06241 -0.38299
   0.52598  0.06403 -0.38678
   0.50941  0.06558 -0.38474
   0.49285  0.06708 -0.41503
   0.47632  0.06851 -0.45895
   0.45980  0.06988 -0.51469
   0.44331  0.07118 -0.58010
   0.42684  0.07240 -0.65302
   0.41041  0.07355 -0.73179
   0.39401  0.07461 -0.81504
   0.37764  0.07559 -0.90223
   0.36131  0.07648 -0.99318
   0.34503  0.07727 -1.08832
   0.32881  0.07796 -1.18832
   0.31266  0.07854 -1.29448
   0.29660  0.07901 -1.40847
   0.28069  0.07935 -1.53341
   0.26498  0.07956 -1.66996
   0.24951  0.07959 -1.81768
   0.23431  0.07943 -1.97435
   0.21936  0.07905 -2.14146
   0.20469  0.07843 -2.31737
   0.19029  0.07755 -2.50273
   0.17617  0.07639 -2.69630
   0.16235  0.07495 -2.90046
   0.14884  0.07320 -3.11288
   0.13566  0.07115 -3.33561
   0.12286  0.06879 -3.56912
   0.11046  0.06612 -3.81419
   0.09855  0.06315 -4.07208
   0.08719  0.05993 -4.34423
   0.07649  0.05649 -4.63318
   0.06655  0.05289 -4.94023
   0.05746  0.04922 -5.26692
   0.04929  0.04556 -5.61600
   0.04204  0.04198 -5.98512
   0.03569  0.03853 -6.37785
   0.03017  0.03524 -6.79726
   0.02538  0.03213 -7.24193
   0.02123  0.02919 -7.71770
   0.01763  0.02641 -8.22550
   0.01450  0.02377 -8.76867
   0.01179  0.02127 -9.34603
   0.00943  0.01887 -9.96710
   0.00739  0.01656-10.61207
   0.00564  0.01433-11.26449
   0.00414  0.01217-11.95651
   0.00288  0.01006-13.05613
   0.00186  0.00801-13.57444
   0.00106  0.00600-14.14379
   0.00049  0.00404-14.56611
   0.00014  0.00212-14.76020
   0.00000  0.00028-14.63161
   0.00008 -0.00154-14.21058
   0.00039 -0.00339-13.33155
   0.00098 -0.00524-11.94083
   0.00185 -0.00706-10.11300
   0.00302 -0.00881 -8.13198
   0.00448 -0.01047 -6.23960
   0.00623 -0.01204 -4.60534
   0.00824 -0.01352 -3.26983
   0.01054 -0.01491 -2.21501
   0.01313 -0.01623 -1.39961
   0.01604 -0.01749 -0.77292
   0.01932 -0.01870 -0.29408
   0.02302 -0.01987  0.07236
   0.02724 -0.02101  0.35068
   0.03207 -0.02213  0.56134
   0.03767 -0.02324  0.71858
   0.04422 -0.02435  0.83250
   0.05194 -0.02546  0.91246
   0.06105 -0.02658  0.96315
   0.07173 -0.02771  0.99080
   0.08403 -0.02884  0.99991
   0.09781 -0.02995  0.99542
   0.11276 -0.03105  0.98170
   0.12853 -0.03214  0.96226
   0.14480 -0.03320  0.93952
   0.16135 -0.03425  0.91493
   0.17803 -0.03528  0.88945
   0.19474 -0.03627  0.86343
   0.21141 -0.03723  0.83714
   0.22801 -0.03813  0.81114
   0.24452 -0.03897  0.78495
   0.26092 -0.03973  0.75899
   0.27723 -0.04038  0.73384
   0.29346 -0.04093  0.70928
   0.30966 -0.04135  0.68613
   0.32588 -0.04167  0.66391
   0.34214 -0.04187  0.64278
   0.35845 -0.04198  0.62234
   0.37480 -0.04199  0.60227
   0.39118 -0.04191  0.58346
   0.40761 -0.04174  0.56481
   0.42408 -0.04150  0.54700
   0.44057 -0.04117  0.52964
   0.45710 -0.04078  0.51267
   0.47366 -0.04031  0.49665
   0.49024 -0.03978  0.48046
   0.50684 -0.03919  0.46479
   0.52347 -0.03853  0.44995
   0.54012 -0.03782  0.43479
   0.55678 -0.03705  0.42042
   0.57346 -0.03624  0.40579
   0.59016 -0.03537  0.39167
   0.60686 -0.03445  0.37790
   0.62358 -0.03349  0.36389
   0.64031 -0.03248  0.35035
   0.65704 -0.03143  0.33652
   0.67379 -0.03033  0.32294
   0.69054 -0.02920  0.30951
   0.70729 -0.02802  0.29574
   0.72404 -0.02681  0.28204
   0.74080 -0.02556  0.26865
   0.75756 -0.02427  0.25397
   0.77432 -0.02294  0.24037
   0.79107 -0.02157  0.22561
   0.80782 -0.02017  0.21130
   0.82456 -0.01873  0.19569
   0.84130 -0.01726  0.18055
   0.85802 -0.01575  0.16405
   0.87472 -0.01420  0.14700
   0.89137 -0.01261  0.12928
   0.90794 -0.01100  0.11026
   0.92435 -0.00936  0.08952
   0.94041 -0.00772  0.06772
   0.95584 -0.00610  0.04219
   0.97018 -0.00456  0.01681
   0.98293 -0.00317 -0.01421
   0.99380 -0.00196 -0.03572
   1.00000 -0.00126 -0.13691
