NACA 24012                                      
 Alfa =  23.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.27468
   0.99384  0.00229 -0.27635
   0.98305  0.00407 -0.27931
   0.97039  0.00614 -0.28284
   0.95615  0.00843 -0.28687
   0.94082  0.01087 -0.29131
   0.92486  0.01337 -0.29604
   0.90856  0.01587 -0.30100
   0.89209  0.01837 -0.30614
   0.87554  0.02084 -0.31147
   0.85895  0.02328 -0.31696
   0.84232  0.02568 -0.32263
   0.82569  0.02805 -0.32850
   0.80904  0.03038 -0.33455
   0.79238  0.03268 -0.34082
   0.77572  0.03494 -0.34732
   0.75905  0.03716 -0.35405
   0.74238  0.03935 -0.36104
   0.72571  0.04150 -0.36831
   0.70904  0.04361 -0.37586
   0.69237  0.04568 -0.38373
   0.67570  0.04772 -0.39194
   0.65904  0.04971 -0.40052
   0.64237  0.05166 -0.40948
   0.62572  0.05357 -0.41887
   0.60907  0.05544 -0.42872
   0.59243  0.05726 -0.43907
   0.57580  0.05903 -0.44994
   0.55918  0.06075 -0.46141
   0.54258  0.06241 -0.47350
   0.52598  0.06403 -0.48628
   0.50941  0.06558 -0.49979
   0.49285  0.06708 -0.51411
   0.47632  0.06851 -0.52929
   0.45980  0.06988 -0.54539
   0.44331  0.07118 -0.56249
   0.42684  0.07240 -0.58062
   0.41041  0.07355 -0.59984
   0.39401  0.07461 -0.62018
   0.37764  0.07559 -0.64165
   0.36131  0.07648 -0.66423
   0.34503  0.07727 -0.68790
   0.32881  0.07796 -0.71253
   0.31266  0.07854 -0.73784
   0.29660  0.07901 -0.76324
   0.28069  0.07935 -0.78725
   0.26498  0.07956 -0.79922
   0.24951  0.07959 -0.83407
   0.23431  0.07943 -0.98532
   0.21936  0.07905 -1.19334
   0.20469  0.07843 -1.42298
   0.19029  0.07755 -1.65706
   0.17617  0.07639 -1.89024
   0.16235  0.07495 -2.12494
   0.14884  0.07320 -2.36088
   0.13566  0.07115 -2.60248
   0.12286  0.06879 -2.85021
   0.11046  0.06612 -3.10533
   0.09855  0.06315 -3.37150
   0.08719  0.05993 -3.64790
   0.07649  0.05649 -3.94017
   0.06655  0.05289 -4.24544
   0.05746  0.04922 -4.56811
   0.04929  0.04556 -4.90944
   0.04204  0.04198 -5.26819
   0.03569  0.03853 -5.64758
   0.03017  0.03524 -6.05003
   0.02538  0.03213 -6.47211
   0.02123  0.02919 -6.92667
   0.01763  0.02641 -7.40537
   0.01450  0.02377 -7.92059
   0.01179  0.02127 -8.46311
   0.00943  0.01887 -9.04819
   0.00739  0.01656 -9.64695
   0.00564  0.01433-10.27552
   0.00414  0.01217-10.90053
   0.00288  0.01006-11.96128
   0.00186  0.00801-12.43583
   0.00106  0.00600-12.96403
   0.00049  0.00404-13.37831
   0.00014  0.00212-13.54599
   0.00000  0.00028-13.44260
   0.00008 -0.00154-13.06036
   0.00039 -0.00339-12.26126
   0.00098 -0.00524-10.95661
   0.00185 -0.00706 -9.27442
   0.00302 -0.00881 -7.44292
   0.00448 -0.01047 -5.68993
   0.00623 -0.01204 -4.16896
   0.00824 -0.01352 -2.93858
   0.01054 -0.01491 -1.95884
   0.01313 -0.01623 -1.20448
   0.01604 -0.01749 -0.62413
   0.01932 -0.01870 -0.18173
   0.02302 -0.01987  0.15630
   0.02724 -0.02101  0.41296
   0.03207 -0.02213  0.60659
   0.03767 -0.02324  0.75052
   0.04422 -0.02435  0.85421
   0.05194 -0.02546  0.92613
   0.06105 -0.02658  0.97091
   0.07173 -0.02771  0.99405
   0.08403 -0.02884  0.99995
   0.09781 -0.02995  0.99312
   0.11276 -0.03105  0.97772
   0.12853 -0.03214  0.95702
   0.14480 -0.03320  0.93318
   0.16135 -0.03425  0.90776
   0.17803 -0.03528  0.88136
   0.19474 -0.03627  0.85455
   0.21141 -0.03723  0.82741
   0.22801 -0.03813  0.80049
   0.24452 -0.03897  0.77348
   0.26092 -0.03973  0.74662
   0.27723 -0.04038  0.72037
   0.29346 -0.04093  0.69479
   0.30966 -0.04135  0.67080
   0.32588 -0.04167  0.64742
   0.34214 -0.04187  0.62529
   0.35845 -0.04198  0.60389
   0.37480 -0.04199  0.58263
   0.39118 -0.04191  0.56271
   0.40761 -0.04174  0.54286
   0.42408 -0.04150  0.52391
   0.44057 -0.04117  0.50519
   0.45710 -0.04078  0.48708
   0.47366 -0.04031  0.46965
   0.49024 -0.03978  0.45217
   0.50684 -0.03919  0.43502
   0.52347 -0.03853  0.41874
   0.54012 -0.03782  0.40208
   0.55678 -0.03705  0.38615
   0.57346 -0.03624  0.36993
   0.59016 -0.03537  0.35416
   0.60686 -0.03445  0.33861
   0.62358 -0.03349  0.32285
   0.64031 -0.03248  0.30742
   0.65704 -0.03143  0.29167
   0.67379 -0.03033  0.27605
   0.69054 -0.02920  0.26052
   0.70729 -0.02802  0.24461
   0.72404 -0.02681  0.22859
   0.74080 -0.02556  0.21275
   0.75756 -0.02427  0.19559
   0.77432 -0.02294  0.17936
   0.79107 -0.02157  0.16176
   0.80782 -0.02017  0.14451
   0.82456 -0.01873  0.12576
   0.84130 -0.01726  0.10732
   0.85802 -0.01575  0.08722
   0.87472 -0.01420  0.06642
   0.89137 -0.01261  0.04458
   0.90794 -0.01100  0.02117
   0.92435 -0.00936 -0.00436
   0.94041 -0.00772 -0.03127
   0.95584 -0.00610 -0.06246
   0.97018 -0.00456 -0.09353
   0.98293 -0.00317 -0.13097
   0.99380 -0.00196 -0.15614
   1.00000 -0.00126 -0.27468
