NACA 24012                                      
 Alfa =  20.12500 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.06382
   0.99384  0.00229 -0.06608
   0.98305  0.00407 -0.07006
   0.97039  0.00614 -0.07477
   0.95615  0.00843 -0.08013
   0.94082  0.01087 -0.08598
   0.92486  0.01337 -0.09217
   0.90856  0.01587 -0.09859
   0.89209  0.01837 -0.10517
   0.87554  0.02084 -0.11189
   0.85895  0.02328 -0.11872
   0.84232  0.02568 -0.12563
   0.82569  0.02805 -0.13261
   0.80904  0.03038 -0.13964
   0.79238  0.03268 -0.14667
   0.77572  0.03494 -0.15365
   0.75905  0.03716 -0.16043
   0.74238  0.03935 -0.16678
   0.72571  0.04150 -0.17207
   0.70904  0.04361 -0.17452
   0.69237  0.04568 -0.16869
   0.67570  0.04772 -0.17857
   0.65904  0.04971 -0.19950
   0.64237  0.05166 -0.22692
   0.62572  0.05357 -0.26018
   0.60907  0.05544 -0.29860
   0.59243  0.05726 -0.34135
   0.57580  0.05903 -0.38775
   0.55918  0.06075 -0.43698
   0.54258  0.06241 -0.48868
   0.52598  0.06403 -0.54238
   0.50941  0.06558 -0.59791
   0.49285  0.06708 -0.65510
   0.47632  0.06851 -0.71396
   0.45980  0.06988 -0.77496
   0.44331  0.07118 -0.83773
   0.42684  0.07240 -0.90290
   0.41041  0.07355 -0.97096
   0.39401  0.07461 -1.04204
   0.37764  0.07559 -1.11681
   0.36131  0.07648 -1.19584
   0.34503  0.07727 -1.27972
   0.32881  0.07796 -1.36953
   0.31266  0.07854 -1.46647
   0.29660  0.07901 -1.57214
   0.28069  0.07935 -1.69001
   0.26498  0.07956 -1.82026
   0.24951  0.07959 -1.96212
   0.23431  0.07943 -2.11327
   0.21936  0.07905 -2.27407
   0.20469  0.07843 -2.44438
   0.19029  0.07755 -2.62389
   0.17617  0.07639 -2.81086
   0.16235  0.07495 -3.00840
   0.14884  0.07320 -3.21357
   0.13566  0.07115 -3.42858
   0.12286  0.06879 -3.65385
   0.11046  0.06612 -3.88905
   0.09855  0.06315 -4.13749
   0.08719  0.05993 -4.39863
   0.07649  0.05649 -4.67620
   0.06655  0.05289 -4.97042
   0.05746  0.04922 -5.28319
   0.04929  0.04556 -5.61743
   0.04204  0.04198 -5.97126
   0.03569  0.03853 -6.34830
   0.03017  0.03524 -6.74959
   0.02538  0.03213 -7.17529
   0.02123  0.02919 -7.63245
   0.01763  0.02641 -8.11811
   0.01450  0.02377 -8.63599
   0.01179  0.02127 -9.19145
   0.00943  0.01887 -9.77540
   0.00739  0.01656-10.38243
   0.00564  0.01433-11.01240
   0.00414  0.01217-11.75821
   0.00288  0.01006-12.68093
   0.00186  0.00801-13.20091
   0.00106  0.00600-13.72732
   0.00049  0.00404-14.12106
   0.00014  0.00212-14.26286
   0.00000  0.00028-14.11064
   0.00008 -0.00154-13.66831
   0.00039 -0.00339-12.78820
   0.00098 -0.00524-11.40718
   0.00185 -0.00706 -9.62441
   0.00302 -0.00881 -7.69948
   0.00448 -0.01047 -5.87684
   0.00623 -0.01204 -4.29602
   0.00824 -0.01352 -3.01903
   0.01054 -0.01491 -2.00877
   0.01313 -0.01623 -1.23640
   0.01604 -0.01749 -0.63979
   0.01932 -0.01870 -0.18914
   0.02302 -0.01987  0.15590
   0.02724 -0.02101  0.41578
   0.03207 -0.02213  0.61085
   0.03767 -0.02324  0.75521
   0.04422 -0.02435  0.85894
   0.05194 -0.02546  0.92971
   0.06105 -0.02658  0.97337
   0.07173 -0.02771  0.99516
   0.08403 -0.02884  0.99978
   0.09781 -0.02995  0.99185
   0.11276 -0.03105  0.97567
   0.12853 -0.03214  0.95439
   0.14480 -0.03320  0.93032
   0.16135 -0.03425  0.90480
   0.17803 -0.03528  0.87873
   0.19474 -0.03627  0.85217
   0.21141 -0.03723  0.82570
   0.22801 -0.03813  0.79947
   0.24452 -0.03897  0.77329
   0.26092 -0.03973  0.74741
   0.27723 -0.04038  0.72238
   0.29346 -0.04093  0.69807
   0.30966 -0.04135  0.67531
   0.32588 -0.04167  0.65352
   0.34214 -0.04187  0.63290
   0.35845 -0.04198  0.61304
   0.37480 -0.04199  0.59346
   0.39118 -0.04191  0.57538
   0.40761 -0.04174  0.55735
   0.42408 -0.04150  0.54031
   0.44057 -0.04117  0.52363
   0.45710 -0.04078  0.50752
   0.47366 -0.04031  0.49223
   0.49024 -0.03978  0.47697
   0.50684 -0.03919  0.46206
   0.52347 -0.03853  0.44820
   0.54012 -0.03782  0.43388
   0.55678 -0.03705  0.42055
   0.57346 -0.03624  0.40688
   0.59016 -0.03537  0.39377
   0.60686 -0.03445  0.38108
   0.62358 -0.03349  0.36813
   0.64031 -0.03248  0.35572
   0.65704 -0.03143  0.34315
   0.67379 -0.03033  0.33072
   0.69054 -0.02920  0.31863
   0.70729 -0.02802  0.30617
   0.72404 -0.02681  0.29389
   0.74080 -0.02556  0.28194
   0.75756 -0.02427  0.26886
   0.77432 -0.02294  0.25688
   0.79107 -0.02157  0.24381
   0.80782 -0.02017  0.23136
   0.82456 -0.01873  0.21774
   0.84130 -0.01726  0.20465
   0.85802 -0.01575  0.19047
   0.87472 -0.01420  0.17588
   0.89137 -0.01261  0.16084
   0.90794 -0.01100  0.14474
   0.92435 -0.00936  0.12735
   0.94041 -0.00772  0.10920
   0.95584 -0.00610  0.08776
   0.97018 -0.00456  0.06686
   0.98293 -0.00317  0.04102
   0.99380 -0.00196  0.02381
   1.00000 -0.00126 -0.06382
