pane                                            
 Alfa = -29.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.37465
   0.99795  0.00039  0.41997
   0.99200  0.00109  0.43762
   0.98231  0.00234  0.45587
   0.96892  0.00426  0.47453
   0.95201  0.00701  0.49027
   0.93169  0.01071  0.50669
   0.90822  0.01554  0.51934
   0.88218  0.02162  0.52713
   0.85390  0.02911  0.52750
   0.82415  0.03800  0.51390
   0.79373  0.04786  0.48938
   0.76334  0.05806  0.43211
   0.73355  0.06753  0.38808
   0.70381  0.07512  0.38457
   0.67272  0.08089  0.43288
   0.64030  0.08539  0.48532
   0.60675  0.08895  0.53593
   0.57224  0.09162  0.58751
   0.53709  0.09345  0.63918
   0.50158  0.09450  0.68988
   0.46586  0.09477  0.74068
   0.43009  0.09438  0.78894
   0.39450  0.09331  0.83577
   0.35943  0.09160  0.87956
   0.32495  0.08925  0.92018
   0.29134  0.08634  0.95486
   0.25879  0.08290  0.98184
   0.22749  0.07895  0.99770
   0.19759  0.07457  0.99754
   0.16929  0.06983  0.97434
   0.14267  0.06481  0.91734
   0.11792  0.05962  0.80687
   0.09513  0.05419  0.61231
   0.07444  0.04852  0.27769
   0.05604  0.04262 -0.28842
   0.04004  0.03657 -1.25191
   0.02652  0.03046 -3.02768
   0.01561  0.02424 -6.59261
   0.00752  0.01776-14.06842
   0.00240  0.01068-25.68996
   0.00021  0.00328-35.92222
   0.00000  0.00000-46.15530
   0.00022 -0.00211-53.73204
   0.00228 -0.00692-63.30441
   0.00742 -0.01079-45.67693
   0.01594 -0.01445-36.06942
   0.02787 -0.01803-31.20456
   0.04298 -0.02148-28.17925
   0.06095 -0.02482-26.14009
   0.08165 -0.02803-24.69078
   0.10491 -0.03108-23.60300
   0.13056 -0.03393-22.73991
   0.15846 -0.03656-22.03557
   0.18839 -0.03896-21.45919
   0.22017 -0.04111-20.97387
   0.25356 -0.04297-20.55335
   0.28831 -0.04453-20.18553
   0.32415 -0.04578-19.86110
   0.36089 -0.04668-19.58023
   0.39836 -0.04717-19.31903
   0.43634 -0.04722-19.07109
   0.47450 -0.04682-18.88482
   0.51266 -0.04601-18.58532
   0.55059 -0.04475-18.43268
   0.58796 -0.04292-18.34928
   0.62451 -0.04047-18.13309
   0.65994 -0.03722-17.50237
   0.69413 -0.03288-17.78089
   0.72715 -0.02620-17.28195
   0.76214 -0.01803-18.15275
   0.79751 -0.01174-17.73798
   0.83156 -0.00702-17.08969
   0.86360 -0.00364-16.67978
   0.89285 -0.00153-16.45524
   0.91906 -0.00043-16.36963
   0.94172  0.00004-15.67166
   0.96070  0.00018-15.60520
   0.97600  0.00018-15.73066
   0.98761  0.00012-15.65679
   0.99551 -0.00002-15.57699
   1.00001 -0.00020-15.49638
