pane                                            
 Alfa = -27.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.35722
   0.99795  0.00039  0.40266
   0.99200  0.00109  0.41846
   0.98231  0.00234  0.43527
   0.96892  0.00426  0.45302
   0.95201  0.00701  0.46791
   0.93169  0.01071  0.48366
   0.90822  0.01554  0.49511
   0.88218  0.02162  0.50134
   0.85390  0.02911  0.49988
   0.82415  0.03800  0.48325
   0.79373  0.04786  0.45470
   0.76334  0.05806  0.38933
   0.73355  0.06753  0.33911
   0.70381  0.07512  0.33085
   0.67272  0.08089  0.37861
   0.64030  0.08539  0.43124
   0.60675  0.08895  0.48197
   0.57224  0.09162  0.53422
   0.53709  0.09345  0.58686
   0.50158  0.09450  0.63887
   0.46586  0.09477  0.69160
   0.43009  0.09438  0.74220
   0.39450  0.09331  0.79201
   0.35943  0.09160  0.83957
   0.32495  0.08925  0.88521
   0.29134  0.08634  0.92606
   0.25879  0.08290  0.96085
   0.22749  0.07895  0.98681
   0.19759  0.07457  0.99953
   0.16929  0.06983  0.99297
   0.14267  0.06481  0.95786
   0.11792  0.05962  0.87765
   0.09513  0.05419  0.72526
   0.07444  0.04852  0.45197
   0.05604  0.04262 -0.02352
   0.04004  0.03657 -0.84905
   0.02652  0.03046 -2.39217
   0.01561  0.02424 -5.51946
   0.00752  0.01776-12.15083
   0.00240  0.01068-22.59945
   0.00021  0.00328-31.93892
   0.00000  0.00000-41.11579
   0.00022 -0.00211-47.81829
   0.00228 -0.00692-55.08611
   0.00742 -0.01079-51.31057
   0.01594 -0.01445-48.56833
   0.02787 -0.01803-47.27164
   0.04298 -0.02148-46.50252
   0.06095 -0.02482-45.77671
   0.08165 -0.02803-45.34343
   0.10491 -0.03108-44.99823
   0.13056 -0.03393-44.71469
   0.15846 -0.03656-44.48126
   0.18839 -0.03896-44.28629
   0.22017 -0.04111-44.11835
   0.25356 -0.04297-43.96408
   0.28831 -0.04453-43.82328
   0.32415 -0.04578-43.76331
   0.36089 -0.04668-43.71162
   0.39836 -0.04717-43.66262
   0.43634 -0.04722-43.61738
   0.47450 -0.04682-43.57422
   0.51266 -0.04601-43.53601
   0.55059 -0.04475-43.50396
   0.58796 -0.04292-43.47052
   0.62451 -0.04047-43.44181
   0.65994 -0.03722-43.40905
   0.69413 -0.03288-43.38937
   0.72715 -0.02620-43.27294
   0.76214 -0.01803-43.12748
   0.79751 -0.01174-43.08179
   0.83156 -0.00702-43.04179
   0.86360 -0.00364-43.00891
   0.89285 -0.00153-42.98755
   0.91906 -0.00043-42.97380
   0.94172  0.00004-42.96334
   0.96070  0.00018-42.95082
   0.97600  0.00018-42.93402
   0.98761  0.00012-42.91195
   0.99551 -0.00002-42.89220
   1.00001 -0.00020-42.89087
