pane                                            
 Alfa = -24.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.32875
   0.99795  0.00039  0.37001
   0.99200  0.00109  0.38398
   0.98231  0.00234  0.39778
   0.96892  0.00426  0.41314
   0.95201  0.00701  0.42446
   0.93169  0.01071  0.43703
   0.90822  0.01554  0.44587
   0.88218  0.02162  0.44790
   0.85390  0.02911  0.44128
   0.82415  0.03800  0.41739
   0.79373  0.04786  0.37909
   0.76334  0.05806  0.29427
   0.73355  0.06753  0.22986
   0.70381  0.07512  0.20967
   0.67272  0.08089  0.25462
   0.64030  0.08539  0.30634
   0.60675  0.08895  0.35591
   0.57224  0.09162  0.40800
   0.53709  0.09345  0.46130
   0.50158  0.09450  0.51451
   0.46586  0.09477  0.56996
   0.43009  0.09438  0.62357
   0.39450  0.09331  0.67805
   0.35943  0.09160  0.73170
   0.32495  0.08925  0.78588
   0.29134  0.08634  0.83753
   0.25879  0.08290  0.88634
   0.22749  0.07895  0.93097
   0.19759  0.07457  0.96777
   0.16929  0.06983  0.99275
   0.14267  0.06481  0.99946
   0.11792  0.05962  0.97708
   0.09513  0.05419  0.90624
   0.07444  0.04852  0.75193
   0.05604  0.04262  0.45278
   0.04004  0.03657 -0.10400
   0.02652  0.03046 -1.18943
   0.01561  0.02424 -3.47207
   0.00752  0.01776 -8.47131
   0.00240  0.01068-16.72467
   0.00021  0.00328-24.64116
   0.00000  0.00000-32.33202
   0.00022 -0.00211-38.09286
   0.00228 -0.00692-46.05481
   0.00742 -0.01079-32.56319
   0.01594 -0.01445-25.02225
   0.02787 -0.01803-21.32661
   0.04298 -0.02148-19.00739
   0.06095 -0.02482-17.48494
   0.08165 -0.02803-16.39245
   0.10491 -0.03108-15.57673
   0.13056 -0.03393-14.93296
   0.15846 -0.03656-14.40621
   0.18839 -0.03896-13.97811
   0.22017 -0.04111-13.61944
   0.25356 -0.04297-13.30773
   0.28831 -0.04453-13.03929
   0.32415 -0.04578-12.80575
   0.36089 -0.04668-12.60162
   0.39836 -0.04717-12.40855
   0.43634 -0.04722-12.23188
   0.47450 -0.04682-12.07953
   0.51266 -0.04601-11.89916
   0.55059 -0.04475-11.80164
   0.58796 -0.04292-11.66519
   0.62451 -0.04047-11.55404
   0.65994 -0.03722-11.22923
   0.69413 -0.03288-11.10763
   0.72715 -0.02620-10.67259
   0.76214 -0.01803-10.03188
   0.79751 -0.01174 -9.81514
   0.83156 -0.00702 -9.74053
   0.86360 -0.00364 -9.60910
   0.89285 -0.00153 -7.92336
   0.91906 -0.00043 -9.65113
   0.94172  0.00004 -9.62935
   0.96070  0.00018 -9.48056
   0.97600  0.00018 -9.59169
   0.98761  0.00012 -9.53745
   0.99551 -0.00002 -9.47449
   1.00001 -0.00020 -9.42085
