pane                                            
 Alfa = -25.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.35357
   0.99795  0.00039  0.39553
   0.99200  0.00109  0.40407
   0.98231  0.00234  0.41882
   0.96892  0.00426  0.43447
   0.95201  0.00701  0.44707
   0.93169  0.01071  0.46043
   0.90822  0.01554  0.47002
   0.88218  0.02162  0.47374
   0.85390  0.02911  0.46930
   0.82415  0.03800  0.44867
   0.79373  0.04786  0.41474
   0.76334  0.05806  0.33874
   0.73355  0.06753  0.28087
   0.70381  0.07512  0.26601
   0.67272  0.08089  0.31223
   0.64030  0.08539  0.36433
   0.60675  0.08895  0.41441
   0.57224  0.09162  0.46662
   0.53709  0.09345  0.51973
   0.50158  0.09450  0.57249
   0.46586  0.09477  0.62693
   0.43009  0.09438  0.67934
   0.39450  0.09331  0.73215
   0.35943  0.09160  0.78327
   0.32495  0.08925  0.83400
   0.29134  0.08634  0.88137
   0.25879  0.08290  0.92441
   0.22749  0.07895  0.96132
   0.19759  0.07457  0.98810
   0.16929  0.06983  0.99991
   0.14267  0.06481  0.98904
   0.11792  0.05962  0.94233
   0.09513  0.05419  0.83680
   0.07444  0.04852  0.63202
   0.05604  0.04262  0.25676
   0.04004  0.03657 -0.41537
   0.02652  0.03046 -1.70007
   0.01561  0.02424 -4.35024
   0.00752  0.01776-10.06858
   0.00240  0.01068-19.30174
   0.00021  0.00328-27.91533
   0.00000  0.00000-36.31328
   0.00022 -0.00211-42.60016
   0.00228 -0.00692-50.80181
   0.00742 -0.01079-45.47890
   0.01594 -0.01445-41.84576
   0.02787 -0.01803-40.17032
   0.04298 -0.02148-38.99733
   0.06095 -0.02482-38.12529
   0.08165 -0.02803-37.52949
   0.10491 -0.03108-37.08123
   0.13056 -0.03393-36.71625
   0.15846 -0.03656-36.41381
   0.18839 -0.03896-36.16193
   0.22017 -0.04111-35.94846
   0.25356 -0.04297-35.75847
   0.28831 -0.04453-35.59171
   0.32415 -0.04578-35.43858
   0.36089 -0.04668-35.29790
   0.39836 -0.04717-35.16825
   0.43634 -0.04722-35.10195
   0.47450 -0.04682-34.87902
   0.51266 -0.04601-34.82434
   0.55059 -0.04475-34.74442
   0.58796 -0.04292-34.52613
   0.62451 -0.04047-34.33573
   0.65994 -0.03722-34.10477
   0.69413 -0.03288-33.86972
   0.72715 -0.02620-32.13343
   0.76214 -0.01803-33.42167
   0.79751 -0.01174-33.34373
   0.83156 -0.00702-33.56155
   0.86360 -0.00364-35.22273
   0.89285 -0.00153-32.12144
   0.91906 -0.00043-33.08392
   0.94172  0.00004-32.53929
   0.96070  0.00018-33.21017
   0.97600  0.00018-33.39639
   0.98761  0.00012-33.42147
   0.99551 -0.00002-33.35146
   1.00001 -0.00020-33.27932
