pane                                            
 Alfa = -29.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.38516
   0.99795  0.00039  0.42993
   0.99200  0.00109  0.44627
   0.98231  0.00234  0.46433
   0.96892  0.00426  0.48282
   0.95201  0.00701  0.49846
   0.93169  0.01071  0.51547
   0.90822  0.01554  0.52804
   0.88218  0.02162  0.53630
   0.85390  0.02911  0.53723
   0.82415  0.03800  0.52449
   0.79373  0.04786  0.50063
   0.76334  0.05806  0.44632
   0.73355  0.06753  0.40449
   0.70381  0.07512  0.40249
   0.67272  0.08089  0.45085
   0.64030  0.08539  0.50310
   0.60675  0.08895  0.55349
   0.57224  0.09162  0.60476
   0.53709  0.09345  0.65597
   0.50158  0.09450  0.70609
   0.46586  0.09477  0.75609
   0.43009  0.09438  0.80346
   0.39450  0.09331  0.84914
   0.35943  0.09160  0.89153
   0.32495  0.08925  0.93032
   0.29134  0.08634  0.96282
   0.25879  0.08290  0.98698
   0.22749  0.07895  0.99932
   0.19759  0.07457  0.99468
   0.16929  0.06983  0.96576
   0.14267  0.06481  0.90127
   0.11792  0.05962  0.78062
   0.09513  0.05419  0.57164
   0.07444  0.04852  0.21651
   0.05604  0.04262 -0.37937
   0.04004  0.03657 -1.38808
   0.02652  0.03046 -3.24054
   0.01561  0.02424 -6.94426
   0.00752  0.01776-14.68792
   0.00240  0.01068-26.65349
   0.00021  0.00328-37.11395
   0.00000  0.00000-47.57066
   0.00022 -0.00211-55.31116
   0.00228 -0.00692-64.78477
   0.00742 -0.01079-44.98642
   0.01594 -0.01445-34.19067
   0.02787 -0.01803-28.84615
   0.04298 -0.02148-25.55463
   0.06095 -0.02482-23.37407
   0.08165 -0.02803-21.82503
   0.10491 -0.03108-20.66617
   0.13056 -0.03393-19.75066
   0.15846 -0.03656-19.00552
   0.18839 -0.03896-18.39835
   0.22017 -0.04111-17.88875
   0.25356 -0.04297-17.44729
   0.28831 -0.04453-17.06327
   0.32415 -0.04578-16.72514
   0.36089 -0.04668-16.43263
   0.39836 -0.04717-16.11511
   0.43634 -0.04722-15.91148
   0.47450 -0.04682-15.70204
   0.51266 -0.04601-15.38337
   0.55059 -0.04475-15.21285
   0.58796 -0.04292-15.04171
   0.62451 -0.04047-14.67304
   0.65994 -0.03722-14.10695
   0.69413 -0.03288-11.74876
   0.72715 -0.02620-11.24636
   0.76214 -0.01803-11.58597
   0.79751 -0.01174-11.65736
   0.83156 -0.00702-11.56609
   0.86360 -0.00364-11.48407
   0.89285 -0.00153-12.59827
   0.91906 -0.00043-12.57691
   0.94172  0.00004-12.54163
   0.96070  0.00018-12.49073
   0.97600  0.00018-12.42206
   0.98761  0.00012-12.35855
   0.99551 -0.00002-12.35219
   1.00001 -0.00020-12.35003
