pane                                            
 Alfa = -22.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.31534
   0.99795  0.00039  0.35574
   0.99200  0.00109  0.36821
   0.98231  0.00234  0.38058
   0.96892  0.00426  0.39468
   0.95201  0.00701  0.40509
   0.93169  0.01071  0.41665
   0.90822  0.01554  0.42338
   0.88218  0.02162  0.42389
   0.85390  0.02911  0.41522
   0.82415  0.03800  0.38791
   0.79373  0.04786  0.34512
   0.76334  0.05806  0.25143
   0.73355  0.06753  0.18041
   0.70381  0.07512  0.15461
   0.67272  0.08089  0.19802
   0.64030  0.08539  0.24886
   0.60675  0.08895  0.29748
   0.57224  0.09162  0.34904
   0.53709  0.09345  0.40205
   0.50158  0.09450  0.45517
   0.46586  0.09477  0.51109
   0.43009  0.09438  0.56537
   0.39450  0.09331  0.62096
   0.35943  0.09160  0.67628
   0.32495  0.08925  0.73315
   0.29134  0.08634  0.78822
   0.25879  0.08290  0.84178
   0.22749  0.07895  0.89282
   0.19759  0.07457  0.93814
   0.16929  0.06983  0.97462
   0.14267  0.06481  0.99678
   0.11792  0.05962  0.99592
   0.09513  0.05419  0.95593
   0.07444  0.04852  0.84736
   0.05604  0.04262  0.61691
   0.04004  0.03657  0.16751
   0.02652  0.03046 -0.73610
   0.01561  0.02424 -2.67365
   0.00752  0.01776 -6.99595
   0.00240  0.01068-14.30533
   0.00021  0.00328-21.50475
   0.00000  0.00000-28.43536
   0.00022 -0.00211-33.64685
   0.00228 -0.00692-40.79574
   0.00742 -0.01079-39.33160
   0.01594 -0.01445-37.80794
   0.02787 -0.01803-37.32149
   0.04298 -0.02148-36.90789
   0.06095 -0.02482-36.58393
   0.08165 -0.02803-36.37820
   0.10491 -0.03108-36.22147
   0.13056 -0.03393-36.09056
   0.15846 -0.03656-35.98188
   0.18839 -0.03896-35.89125
   0.22017 -0.04111-35.81337
   0.25356 -0.04297-35.74263
   0.28831 -0.04453-35.67887
   0.32415 -0.04578-35.62220
   0.36089 -0.04668-35.56715
   0.39836 -0.04717-35.50982
   0.43634 -0.04722-35.45855
   0.47450 -0.04682-35.47414
   0.51266 -0.04601-35.37024
   0.55059 -0.04475-35.37413
   0.58796 -0.04292-35.26643
   0.62451 -0.04047-35.26549
   0.65994 -0.03722-34.99471
   0.69413 -0.03288-34.81488
   0.72715 -0.02620-34.63603
   0.76214 -0.01803-33.63774
   0.79751 -0.01174-33.33361
   0.83156 -0.00702-34.65086
   0.86360 -0.00364-41.17150
   0.89285 -0.00153-34.77291
   0.91906 -0.00043-34.73197
   0.94172  0.00004-34.62122
   0.96070  0.00018-34.10611
   0.97600  0.00018-34.78863
   0.98761  0.00012-34.82688
   0.99551 -0.00002-34.79285
   1.00001 -0.00020-34.77319
