pane                                            
 Alfa = -24.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.32460
   0.99795  0.00039  0.36862
   0.99200  0.00109  0.38409
   0.98231  0.00234  0.40079
   0.96892  0.00426  0.41322
   0.95201  0.00701  0.42614
   0.93169  0.01071  0.44180
   0.90822  0.01554  0.45004
   0.88218  0.02162  0.45280
   0.85390  0.02911  0.44731
   0.82415  0.03800  0.42444
   0.79373  0.04786  0.38746
   0.76334  0.05806  0.30528
   0.73355  0.06753  0.24271
   0.70381  0.07512  0.22427
   0.67272  0.08089  0.26985
   0.64030  0.08539  0.32198
   0.60675  0.08895  0.37195
   0.57224  0.09162  0.42431
   0.53709  0.09345  0.47774
   0.50158  0.09450  0.53105
   0.46586  0.09477  0.58637
   0.43009  0.09438  0.63980
   0.39450  0.09331  0.69391
   0.35943  0.09160  0.74705
   0.32495  0.08925  0.80032
   0.29134  0.08634  0.85089
   0.25879  0.08290  0.89814
   0.22749  0.07895  0.94065
   0.19759  0.07457  0.97469
   0.16929  0.06983  0.99602
   0.14267  0.06481  0.99779
   0.11792  0.05962  0.96859
   0.09513  0.05419  0.88800
   0.07444  0.04852  0.71944
   0.05604  0.04262  0.39891
   0.04004  0.03657 -0.19025
   0.02652  0.03046 -1.33146
   0.01561  0.02424 -3.71523
   0.00752  0.01776 -8.91159
   0.00240  0.01068-17.42790
   0.00021  0.00328-25.50702
   0.00000  0.00000-33.33308
   0.00022 -0.00211-39.17825
   0.00228 -0.00692-46.77466
   0.00742 -0.01079-41.80452
   0.01594 -0.01445-38.42138
   0.02787 -0.01803-36.86952
   0.04298 -0.02148-35.77756
   0.06095 -0.02482-34.96452
   0.08165 -0.02803-34.41012
   0.10491 -0.03108-33.99423
   0.13056 -0.03393-33.65461
   0.15846 -0.03656-33.37269
   0.18839 -0.03896-33.13972
   0.22017 -0.04111-32.94145
   0.25356 -0.04297-32.76545
   0.28831 -0.04453-32.61123
   0.32415 -0.04578-32.47380
   0.36089 -0.04668-32.34548
   0.39836 -0.04717-32.22450
   0.43634 -0.04722-32.11476
   0.47450 -0.04682-32.08754
   0.51266 -0.04601-31.90386
   0.55059 -0.04475-31.82563
   0.58796 -0.04292-31.77655
   0.62451 -0.04047-31.20625
   0.65994 -0.03722-31.00562
   0.69413 -0.03288-30.67538
   0.72715 -0.02620-30.48506
   0.76214 -0.01803-30.33835
   0.79751 -0.01174-30.50326
   0.83156 -0.00702-30.48217
   0.86360 -0.00364-32.41980
   0.89285 -0.00153-30.48640
   0.91906 -0.00043-28.67624
   0.94172  0.00004-30.48998
   0.96070  0.00018-29.92561
   0.97600  0.00018-30.52408
   0.98761  0.00012-30.55191
   0.99551 -0.00002-30.49769
   1.00001 -0.00020-30.41939
