pane                                            
 Alfa = -20.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.29834
   0.99795  0.00039  0.33574
   0.99200  0.00109  0.34621
   0.98231  0.00234  0.35613
   0.96892  0.00426  0.36794
   0.95201  0.00701  0.37590
   0.93169  0.01071  0.38509
   0.90822  0.01554  0.38909
   0.88218  0.02162  0.38650
   0.85390  0.02911  0.37392
   0.82415  0.03800  0.34085
   0.79373  0.04786  0.29035
   0.76334  0.05806  0.18192
   0.73355  0.06753  0.09940
   0.70381  0.07512  0.06392
   0.67272  0.08089  0.10397
   0.64030  0.08539  0.15278
   0.60675  0.08895  0.19903
   0.57224  0.09162  0.24894
   0.53709  0.09345  0.30057
   0.50158  0.09450  0.35264
   0.46586  0.09477  0.40847
   0.43009  0.09438  0.46249
   0.39450  0.09331  0.51878
   0.35943  0.09160  0.57554
   0.32495  0.08925  0.63524
   0.29134  0.08634  0.69418
   0.25879  0.08290  0.75341
   0.22749  0.07895  0.81276
   0.19759  0.07457  0.86936
   0.16929  0.06983  0.92139
   0.14267  0.06481  0.96482
   0.11792  0.05962  0.99373
   0.09513  0.05419  0.99731
   0.07444  0.04852  0.95379
   0.05604  0.04262  0.82314
   0.04004  0.03657  0.52926
   0.02652  0.03046 -0.10622
   0.01561  0.02424 -1.53627
   0.00752  0.01776 -4.85762
   0.00240  0.01068-10.74423
   0.00021  0.00328-16.92229
   0.00000  0.00000-22.76927
   0.00022 -0.00211-27.28321
   0.00228 -0.00692-34.19833
   0.00742 -0.01079-24.87887
   0.01594 -0.01445-19.58578
   0.02787 -0.01803-16.98684
   0.04298 -0.02148-15.32162
   0.06095 -0.02482-14.22611
   0.08165 -0.02803-13.43921
   0.10491 -0.03108-12.85009
   0.13056 -0.03393-12.38332
   0.15846 -0.03656-12.00123
   0.18839 -0.03896-11.68944
   0.22017 -0.04111-11.42889
   0.25356 -0.04297-11.20205
   0.28831 -0.04453-11.00627
   0.32415 -0.04578-10.83624
   0.36089 -0.04668-10.69043
   0.39836 -0.04717-10.55047
   0.43634 -0.04722-10.42010
   0.47450 -0.04682-10.29519
   0.51266 -0.04601-10.17881
   0.55059 -0.04475-10.09076
   0.58796 -0.04292-10.01418
   0.62451 -0.04047 -9.94025
   0.65994 -0.03722 -9.84304
   0.69413 -0.03288 -9.75432
   0.72715 -0.02620 -9.35533
   0.76214 -0.01803 -8.88074
   0.79751 -0.01174 -8.72915
   0.83156 -0.00702 -8.58137
   0.86360 -0.00364 -8.48147
   0.89285 -0.00153 -8.41362
   0.91906 -0.00043 -8.40704
   0.94172  0.00004 -8.37800
   0.96070  0.00018 -8.38281
   0.97600  0.00018 -8.33604
   0.98761  0.00012 -8.26969
   0.99551 -0.00002 -8.24253
   1.00001 -0.00020 -8.24479
