pane                                            
 Alfa = -23.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.32574
   0.99795  0.00039  0.36553
   0.99200  0.00109  0.37810
   0.98231  0.00234  0.39047
   0.96892  0.00426  0.40676
   0.95201  0.00701  0.41609
   0.93169  0.01071  0.43002
   0.90822  0.01554  0.43765
   0.88218  0.02162  0.43902
   0.85390  0.02911  0.43216
   0.82415  0.03800  0.40719
   0.79373  0.04786  0.36733
   0.76334  0.05806  0.27959
   0.73355  0.06753  0.21298
   0.70381  0.07512  0.19097
   0.67272  0.08089  0.23553
   0.64030  0.08539  0.28699
   0.60675  0.08895  0.33632
   0.57224  0.09162  0.38834
   0.53709  0.09345  0.44159
   0.50158  0.09450  0.49480
   0.46586  0.09477  0.55053
   0.43009  0.09438  0.60441
   0.39450  0.09331  0.65933
   0.35943  0.09160  0.71364
   0.32495  0.08925  0.76880
   0.29134  0.08634  0.82169
   0.25879  0.08290  0.87218
   0.22749  0.07895  0.91906
   0.19759  0.07457  0.95889
   0.16929  0.06983  0.98788
   0.14267  0.06481  0.99999
   0.11792  0.05962  0.98513
   0.09513  0.05419  0.92512
   0.07444  0.04852  0.78667
   0.05604  0.04262  0.51161
   0.04004  0.03657 -0.00739
   0.02652  0.03046 -1.02905
   0.01561  0.02424 -3.18820
   0.00752  0.01776 -7.94516
   0.00240  0.01068-15.84606
   0.00021  0.00328-23.46011
   0.00000  0.00000-30.78859
   0.00022 -0.00211-36.24730
   0.00228 -0.00692-43.19056
   0.00742 -0.01079-36.58010
   0.01594 -0.01445-32.43986
   0.02787 -0.01803-30.43656
   0.04298 -0.02148-29.07989
   0.06095 -0.02482-28.10686
   0.08165 -0.02803-27.42997
   0.10491 -0.03108-26.91962
   0.13056 -0.03393-26.50798
   0.15846 -0.03656-26.16647
   0.18839 -0.03896-25.88583
   0.22017 -0.04111-25.64819
   0.25356 -0.04297-25.43936
   0.28831 -0.04453-25.25673
   0.32415 -0.04578-25.09665
   0.36089 -0.04668-24.95403
   0.39836 -0.04717-24.81597
   0.43634 -0.04722-24.71107
   0.47450 -0.04682-24.50027
   0.51266 -0.04601-24.45635
   0.55059 -0.04475-24.37238
   0.58796 -0.04292-23.59321
   0.62451 -0.04047-24.07774
   0.65994 -0.03722-23.86082
   0.69413 -0.03288-23.74798
   0.72715 -0.02620-23.47756
   0.76214 -0.01803-23.13954
   0.79751 -0.01174-23.03474
   0.83156 -0.00702-22.94431
   0.86360 -0.00364-22.87138
   0.89285 -0.00153-22.82531
   0.91906 -0.00043-22.79764
   0.94172  0.00004-22.77744
   0.96070  0.00018-22.75245
   0.97600  0.00018-22.71791
   0.98761  0.00012-22.67124
   0.99551 -0.00002-22.63157
   1.00001 -0.00020-22.63317
