pane                                            
 Alfa = -28.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.37006
   0.99795  0.00039  0.41516
   0.99200  0.00109  0.43158
   0.98231  0.00234  0.44939
   0.96892  0.00426  0.46770
   0.95201  0.00701  0.48307
   0.93169  0.01071  0.49925
   0.90822  0.01554  0.51157
   0.88218  0.02162  0.51876
   0.85390  0.02911  0.51851
   0.82415  0.03800  0.50394
   0.79373  0.04786  0.47812
   0.76334  0.05806  0.41819
   0.73355  0.06753  0.37214
   0.70381  0.07512  0.36709
   0.67272  0.08089  0.41525
   0.64030  0.08539  0.46778
   0.60675  0.08895  0.51843
   0.57224  0.09162  0.57028
   0.53709  0.09345  0.62230
   0.50158  0.09450  0.67349
   0.46586  0.09477  0.72494
   0.43009  0.09438  0.77406
   0.39450  0.09331  0.82190
   0.35943  0.09160  0.86703
   0.32495  0.08925  0.90935
   0.29134  0.08634  0.94618
   0.25879  0.08290  0.97580
   0.22749  0.07895  0.99511
   0.19759  0.07457  0.99931
   0.16929  0.06983  0.98175
   0.14267  0.06481  0.93208
   0.11792  0.05962  0.83180
   0.09513  0.05419  0.65140
   0.07444  0.04852  0.33729
   0.05604  0.04262 -0.19902
   0.04004  0.03657 -1.11645
   0.02652  0.03046 -2.81593
   0.01561  0.02424 -6.23674
   0.00752  0.01776-13.44108
   0.00240  0.01068-24.68271
   0.00021  0.00328-34.66925
   0.00000  0.00000-44.57432
   0.00022 -0.00211-51.91761
   0.00228 -0.00692-61.06461
   0.00742 -0.01079-44.44482
   0.01594 -0.01445-35.34850
   0.02787 -0.01803-30.74157
   0.04298 -0.02148-27.87122
   0.06095 -0.02482-25.91924
   0.08165 -0.02803-24.53918
   0.10491 -0.03108-23.50033
   0.13056 -0.03393-22.67563
   0.15846 -0.03656-22.00222
   0.18839 -0.03896-21.45048
   0.22017 -0.04111-20.98659
   0.25356 -0.04297-20.58366
   0.28831 -0.04453-20.23239
   0.32415 -0.04578-19.92148
   0.36089 -0.04668-19.65195
   0.39836 -0.04717-19.44406
   0.43634 -0.04722-19.00651
   0.47450 -0.04682-18.94125
   0.51266 -0.04601-18.67762
   0.55059 -0.04475-18.49129
   0.58796 -0.04292-18.29212
   0.62451 -0.04047-18.14818
   0.65994 -0.03722-17.98895
   0.69413 -0.03288-17.66320
   0.72715 -0.02620-17.18801
   0.76214 -0.01803-19.13352
   0.79751 -0.01174-17.20954
   0.83156 -0.00702-17.02206
   0.86360 -0.00364-16.87593
   0.89285 -0.00153-16.78066
   0.91906 -0.00043-16.71763
   0.94172  0.00004-16.66814
   0.96070  0.00018-16.61089
   0.97600  0.00018-16.53706
   0.98761  0.00012-16.44660
   0.99551 -0.00002-16.37024
   1.00001 -0.00020-16.35773
