pane                                            
 Alfa = -30.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.38560
   0.99795  0.00039  0.43258
   0.99200  0.00109  0.44786
   0.98231  0.00234  0.46684
   0.96892  0.00426  0.48602
   0.95201  0.00701  0.50226
   0.93169  0.01071  0.51969
   0.90822  0.01554  0.53291
   0.88218  0.02162  0.54144
   0.85390  0.02911  0.54279
   0.82415  0.03800  0.53067
   0.79373  0.04786  0.50252
   0.76334  0.05806  0.45377
   0.73355  0.06753  0.41497
   0.70381  0.07512  0.41482
   0.67272  0.08089  0.46367
   0.64030  0.08539  0.51602
   0.60675  0.08895  0.56647
   0.57224  0.09162  0.61761
   0.53709  0.09345  0.66860
   0.50158  0.09450  0.71835
   0.46586  0.09477  0.76783
   0.43009  0.09438  0.81452
   0.39450  0.09331  0.85931
   0.35943  0.09160  0.90060
   0.32495  0.08925  0.93795
   0.29134  0.08634  0.96863
   0.25879  0.08290  0.99050
   0.22749  0.07895  0.99993
   0.19759  0.07457  0.99159
   0.16929  0.06983  0.95787
   0.14267  0.06481  0.88720
   0.11792  0.05962  0.75780
   0.09513  0.05419  0.53715
   0.07444  0.04852  0.16475
   0.05604  0.04262 -0.45593
   0.04004  0.03657 -1.50288
   0.02652  0.03046 -3.41820
   0.01561  0.02424 -7.23933
   0.00752  0.01776-15.20639
   0.00240  0.01068-27.46619
   0.00021  0.00328-38.12439
   0.00000  0.00000-48.79580
   0.00022 -0.00211-56.69026
   0.00228 -0.00692-66.27129
   0.00742 -0.01079-45.98745
   0.01594 -0.01445-34.93987
   0.02787 -0.01803-29.47673
   0.04298 -0.02148-26.10917
   0.06095 -0.02482-23.87777
   0.08165 -0.02803-22.29373
   0.10491 -0.03108-21.10775
   0.13056 -0.03393-20.17056
   0.15846 -0.03656-19.40871
   0.18839 -0.03896-18.78702
   0.22017 -0.04111-18.26535
   0.25356 -0.04297-17.81346
   0.28831 -0.04453-17.42003
   0.32415 -0.04578-17.07398
   0.36089 -0.04668-16.77464
   0.39836 -0.04717-16.36876
   0.43634 -0.04722-16.25041
   0.47450 -0.04682-16.01598
   0.51266 -0.04601-15.70746
   0.55059 -0.04475-15.55546
   0.58796 -0.04292-15.33180
   0.62451 -0.04047-15.10430
   0.65994 -0.03722-14.81578
   0.69413 -0.03288-11.77695
   0.72715 -0.02620-11.24003
   0.76214 -0.01803-10.73041
   0.79751 -0.01174-10.86317
   0.83156 -0.00702-10.70586
   0.86360 -0.00364-10.56863
   0.89285 -0.00153-10.47879
   0.91906 -0.00043-10.41793
   0.94172  0.00004-10.36842
   0.96070  0.00018-10.31267
   0.97600  0.00018-10.24435
   0.98761  0.00012-10.16708
   0.99551 -0.00002-10.10547
   1.00001 -0.00020-10.09002
