pane                                            
 Alfa = -21.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.30359
   0.99795  0.00039  0.34244
   0.99200  0.00109  0.35373
   0.98231  0.00234  0.36476
   0.96892  0.00426  0.37766
   0.95201  0.00701  0.38672
   0.93169  0.01071  0.39692
   0.90822  0.01554  0.40209
   0.88218  0.02162  0.40080
   0.85390  0.02911  0.38984
   0.82415  0.03800  0.35908
   0.79373  0.04786  0.31168
   0.76334  0.05806  0.20907
   0.73355  0.06753  0.13125
   0.70381  0.07512  0.09966
   0.67272  0.08089  0.14114
   0.64030  0.08539  0.19092
   0.60675  0.08895  0.23825
   0.57224  0.09162  0.28890
   0.53709  0.09345  0.34124
   0.50158  0.09450  0.39390
   0.46586  0.09477  0.44988
   0.43009  0.09438  0.50421
   0.39450  0.09331  0.56043
   0.35943  0.09160  0.61680
   0.32495  0.08925  0.67567
   0.29134  0.08634  0.73325
   0.25879  0.08290  0.79058
   0.22749  0.07895  0.84698
   0.19759  0.07457  0.89957
   0.16929  0.06983  0.94595
   0.14267  0.06481  0.98153
   0.11792  0.05962  0.99949
   0.09513  0.05419  0.98690
   0.07444  0.04852  0.91914
   0.05604  0.04262  0.75098
   0.04004  0.03657  0.39854
   0.02652  0.03046 -0.33834
   0.01561  0.02424 -1.96029
   0.00752  0.01776 -5.66225
   0.00240  0.01068-12.08861
   0.00021  0.00328-18.65004
   0.00000  0.00000-24.90676
   0.00022 -0.00211-29.64920
   0.00228 -0.00692-36.48462
   0.00742 -0.01079-25.03521
   0.01594 -0.01445-18.05674
   0.02787 -0.01803-14.85949
   0.04298 -0.02148-12.87665
   0.06095 -0.02482-11.60875
   0.08165 -0.02803-10.70586
   0.10491 -0.03108-10.03115
   0.13056 -0.03393 -9.50198
   0.15846 -0.03656 -9.07005
   0.18839 -0.03896 -8.72114
   0.22017 -0.04111 -8.43013
   0.25356 -0.04297 -8.17866
   0.28831 -0.04453 -7.96248
   0.32415 -0.04578 -7.77559
   0.36089 -0.04668 -7.61527
   0.39836 -0.04717 -7.46257
   0.43634 -0.04722 -7.32145
   0.47450 -0.04682 -7.18914
   0.51266 -0.04601 -7.05299
   0.55059 -0.04475 -6.96140
   0.58796 -0.04292 -6.87677
   0.62451 -0.04047 -6.77175
   0.65994 -0.03722 -6.67419
   0.69413 -0.03288 -6.60589
   0.72715 -0.02620 -6.19956
   0.76214 -0.01803 -5.70961
   0.79751 -0.01174 -5.55796
   0.83156 -0.00702 -5.42802
   0.86360 -0.00364 -5.31849
   0.89285 -0.00153 -5.26465
   0.91906 -0.00043 -5.24466
   0.94172  0.00004 -5.21601
   0.96070  0.00018 -5.18965
   0.97600  0.00018 -5.15929
   0.98761  0.00012 -5.10611
   0.99551 -0.00002 -5.06264
   1.00001 -0.00020 -5.05876
