pane                                            
 Alfa = -27.00000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.35211
   0.99795  0.00039  0.39696
   0.99200  0.00109  0.41246
   0.98231  0.00234  0.42928
   0.96892  0.00426  0.44682
   0.95201  0.00701  0.46120
   0.93169  0.01071  0.47668
   0.90822  0.01554  0.48767
   0.88218  0.02162  0.49339
   0.85390  0.02911  0.49123
   0.82415  0.03800  0.47358
   0.79373  0.04786  0.44369
   0.76334  0.05806  0.37558
   0.73355  0.06753  0.32337
   0.70381  0.07512  0.31349
   0.67272  0.08089  0.36092
   0.64030  0.08539  0.41358
   0.60675  0.08895  0.46424
   0.57224  0.09162  0.51657
   0.53709  0.09345  0.56947
   0.50158  0.09450  0.62174
   0.46586  0.09477  0.67510
   0.43009  0.09438  0.72623
   0.39450  0.09331  0.77695
   0.35943  0.09160  0.82559
   0.32495  0.08925  0.87269
   0.29134  0.08634  0.91533
   0.25879  0.08290  0.95247
   0.22749  0.07895  0.98144
   0.19759  0.07457  0.99802
   0.16929  0.06983  0.99645
   0.14267  0.06481  0.96794
   0.11792  0.05962  0.89672
   0.09513  0.05419  0.75692
   0.07444  0.04852  0.50173
   0.05604  0.04262  0.05307
   0.04004  0.03657 -0.73267
   0.02652  0.03046 -2.20701
   0.01561  0.02424 -5.21205
   0.00752  0.01776-11.60989
   0.00240  0.01068-21.75832
   0.00021  0.00328-30.96374
   0.00000  0.00000-39.99799
   0.00022 -0.00211-46.70540
   0.00228 -0.00692-54.81654
   0.00742 -0.01079-48.14693
   0.01594 -0.01445-43.86585
   0.02787 -0.01803-41.72457
   0.04298 -0.02148-40.33929
   0.06095 -0.02482-39.30851
   0.08165 -0.02803-38.59069
   0.10491 -0.03108-38.05115
   0.13056 -0.03393-37.61325
   0.15846 -0.03656-37.24893
   0.18839 -0.03896-36.94841
   0.22017 -0.04111-36.69118
   0.25356 -0.04297-36.46367
   0.28831 -0.04453-36.26438
   0.32415 -0.04578-36.07907
   0.36089 -0.04668-35.91282
   0.39836 -0.04717-35.80632
   0.43634 -0.04722-35.68740
   0.47450 -0.04682-35.39504
   0.51266 -0.04601-35.40416
   0.55059 -0.04475-35.21119
   0.58796 -0.04292-35.10765
   0.62451 -0.04047-34.84985
   0.65994 -0.03722-34.66204
   0.69413 -0.03288-36.41978
   0.72715 -0.02620-36.16656
   0.76214 -0.01803-35.84755
   0.79751 -0.01174-35.74732
   0.83156 -0.00702-35.65980
   0.86360 -0.00364-35.58810
   0.89285 -0.00153-35.54156
   0.91906 -0.00043-35.51183
   0.94172  0.00004-35.48912
   0.96070  0.00018-35.46194
   0.97600  0.00018-35.42545
   0.98761  0.00012-35.37803
   0.99551 -0.00002-35.33659
   1.00001 -0.00020-35.33376
