pane                                            
 Alfa = -20.50000 Re = 19899914.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00020  0.30219
   0.99795  0.00039  0.34015
   0.99200  0.00109  0.35113
   0.98231  0.00234  0.36148
   0.96892  0.00426  0.37362
   0.95201  0.00701  0.38204
   0.93169  0.01071  0.39167
   0.90822  0.01554  0.39618
   0.88218  0.02162  0.39421
   0.85390  0.02911  0.38243
   0.82415  0.03800  0.35053
   0.79373  0.04786  0.30162
   0.76334  0.05806  0.19617
   0.73355  0.06753  0.11609
   0.70381  0.07512  0.08260
   0.67272  0.08089  0.12336
   0.64030  0.08539  0.17262
   0.60675  0.08895  0.21942
   0.57224  0.09162  0.26967
   0.53709  0.09345  0.32167
   0.50158  0.09450  0.37406
   0.46586  0.09477  0.42994
   0.43009  0.09438  0.48415
   0.39450  0.09331  0.54037
   0.35943  0.09160  0.59704
   0.32495  0.08925  0.65621
   0.29134  0.08634  0.71460
   0.25879  0.08290  0.77284
   0.22749  0.07895  0.83070
   0.19759  0.07457  0.88534
   0.16929  0.06983  0.93459
   0.14267  0.06481  0.97404
   0.11792  0.05962  0.99747
   0.09513  0.05419  0.99293
   0.07444  0.04852  0.93728
   0.05604  0.04262  0.78757
   0.04004  0.03657  0.46427
   0.02652  0.03046 -0.22243
   0.01561  0.02424 -1.74956
   0.00752  0.01776 -5.26463
   0.00240  0.01068-11.42213
   0.00021  0.00328-17.80535
   0.00000  0.00000-23.85128
   0.00022 -0.00211-28.49226
   0.00228 -0.00692-35.37718
   0.00742 -0.01079-26.59997
   0.01594 -0.01445-21.61688
   0.02787 -0.01803-19.05925
   0.04298 -0.02148-17.52036
   0.06095 -0.02482-16.46455
   0.08165 -0.02803-15.65341
   0.10491 -0.03108-15.07358
   0.13056 -0.03393-14.61559
   0.15846 -0.03656-14.23734
   0.18839 -0.03896-13.92716
   0.22017 -0.04111-13.66805
   0.25356 -0.04297-13.44178
   0.28831 -0.04453-13.24663
   0.32415 -0.04578-13.07634
   0.36089 -0.04668-12.92993
   0.39836 -0.04717-12.78971
   0.43634 -0.04722-12.65820
   0.47450 -0.04682-12.53179
   0.51266 -0.04601-12.39626
   0.55059 -0.04475-12.32424
   0.58796 -0.04292-12.25596
   0.62451 -0.04047-12.17153
   0.65994 -0.03722-12.07502
   0.69413 -0.03288-12.00893
   0.72715 -0.02620-11.61512
   0.76214 -0.01803-11.08977
   0.79751 -0.01174-10.93425
   0.83156 -0.00702-10.83542
   0.86360 -0.00364-10.74346
   0.89285 -0.00153-10.71533
   0.91906 -0.00043-10.61566
   0.94172  0.00004-10.61041
   0.96070  0.00018-10.61172
   0.97600  0.00018-10.57278
   0.98761  0.00012-10.51938
   0.99551 -0.00002-10.47441
   1.00001 -0.00020-10.45635
