NACA 4408                                       
 Alfa =  26.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00084  0.48217
   0.99438  0.00211  0.32130
   0.98348  0.00454  0.22361
   0.97046  0.00739  0.15010
   0.95659  0.01037  0.08187
   0.94247  0.01334  0.02220
   0.92829  0.01625 -0.03290
   0.91408  0.01911 -0.08375
   0.89985  0.02190 -0.13083
   0.88561  0.02463 -0.18132
   0.87136  0.02730 -0.22590
   0.85709  0.02991 -0.27017
   0.84281  0.03246 -0.31377
   0.82852  0.03494 -0.35721
   0.81422  0.03736 -0.40175
   0.79991  0.03972 -0.44279
   0.78560  0.04202 -0.48708
   0.77127  0.04426 -0.52792
   0.75693  0.04643 -0.57040
   0.74258  0.04854 -0.61537
   0.72823  0.05059 -0.66032
   0.71387  0.05257 -0.70165
   0.69950  0.05449 -0.74534
   0.68512  0.05635 -0.79264
   0.67074  0.05814 -0.83610
   0.65635  0.05986 -0.88440
   0.64196  0.06152 -0.93016
   0.62756  0.06312 -0.97752
   0.61316  0.06464 -1.02602
   0.59876  0.06610 -1.07812
   0.58435  0.06749 -1.12788
   0.56994  0.06881 -1.18403
   0.55552  0.07006 -1.23493
   0.54111  0.07123 -1.29157
   0.52669  0.07234 -1.35115
   0.51227  0.07337 -1.41111
   0.49786  0.07432 -1.47323
   0.48344  0.07520 -1.53695
   0.46903  0.07599 -1.60558
   0.45462  0.07671 -1.67865
   0.44021  0.07735 -1.75153
   0.42581  0.07791 -1.83478
   0.41143  0.07838 -1.92196
   0.39711  0.07876 -2.02656
   0.38291  0.07901 -2.12910
   0.36875  0.07912 -2.22496
   0.35460  0.07908 -2.32461
   0.34047  0.07889 -2.42258
   0.32636  0.07855 -2.52516
   0.31226  0.07806 -2.63087
   0.29817  0.07742 -2.74037
   0.28412  0.07662 -2.85490
   0.27008  0.07565 -2.97445
   0.25607  0.07452 -3.10248
   0.24210  0.07323 -3.23550
   0.22816  0.07177 -3.37927
   0.21427  0.07013 -3.53222
   0.20042  0.06831 -3.69872
   0.18662  0.06631 -3.88044
   0.17288  0.06412 -4.07930
   0.15922  0.06174 -4.30068
   0.14563  0.05916 -4.54997
   0.13214  0.05637 -4.83253
   0.11876  0.05337 -5.16070
   0.10552  0.05014 -5.54486
   0.09245  0.04669 -6.00708
   0.07960  0.04299 -6.57542
   0.06705  0.03906 -7.29109
   0.05493  0.03489 -8.22465
   0.04351  0.03055 -9.47088
   0.03322  0.02619-11.15664
   0.02457  0.02206-13.39330
   0.01782  0.01840-16.22874
   0.01277  0.01527-19.69115
   0.00902  0.01260-23.86105
   0.00620  0.01026-28.88667
   0.00406  0.00817-34.99307
   0.00244  0.00623-42.39106
   0.00126  0.00441-51.04780
   0.00048  0.00266-60.22444
   0.00007  0.00099-67.51513
   0.00003 -0.00059-70.23164
   0.00037 -0.00219-65.72076
   0.00117 -0.00377-53.14389
   0.00244 -0.00525-38.63129
   0.00415 -0.00661-26.78909
   0.00634 -0.00787-18.25631
   0.00909 -0.00905-12.29022
   0.01255 -0.01018 -8.09404
   0.01702 -0.01126 -5.11153
   0.02288 -0.01229 -2.98420
   0.03063 -0.01322 -1.50342
   0.04049 -0.01394 -0.52494
   0.05217 -0.01438  0.08080
   0.06504 -0.01449  0.44371
   0.07858 -0.01434  0.66139
   0.09249 -0.01398  0.79497
   0.10664 -0.01346  0.87817
   0.12095 -0.01281  0.93040
   0.13538 -0.01207  0.96312
   0.14990 -0.01127  0.98281
   0.16448 -0.01041  0.99386
   0.17913 -0.00953  0.99896
   0.19382 -0.00863  0.99993
   0.20852 -0.00773  0.99802
   0.22321 -0.00683  0.99399
   0.23787 -0.00595  0.98865
   0.25251 -0.00509  0.98224
   0.26713 -0.00426  0.97506
   0.28173 -0.00346  0.96741
   0.29631 -0.00270  0.95953
   0.31088 -0.00198  0.95101
   0.32543 -0.00131  0.94254
   0.33998 -0.00068  0.93421
   0.35451 -0.00011  0.92500
   0.36904  0.00041  0.91657
   0.38356  0.00087  0.90712
   0.39811  0.00127  0.89762
   0.41278  0.00163  0.88772
   0.42749  0.00199  0.87802
   0.44221  0.00234  0.86899
   0.45692  0.00268  0.85875
   0.47162  0.00300  0.85001
   0.48632  0.00332  0.84000
   0.50102  0.00362  0.83165
   0.51571  0.00390  0.82133
   0.53039  0.00416  0.81289
   0.54507  0.00441  0.80405
   0.55974  0.00463  0.79424
   0.57441  0.00483  0.78539
   0.58908  0.00501  0.77630
   0.60374  0.00517  0.76796
   0.61841  0.00530  0.75737
   0.63306  0.00541  0.74963
   0.64772  0.00550  0.73937
   0.66237  0.00555  0.73184
   0.67703  0.00558  0.71994
   0.69168  0.00558  0.71262
   0.70632  0.00556  0.70215
   0.72097  0.00551  0.69378
   0.73562  0.00543  0.68279
   0.75026  0.00532  0.67362
   0.76491  0.00518  0.66237
   0.77955  0.00501  0.65349
   0.79419  0.00482  0.64319
   0.80884  0.00460  0.63203
   0.82348  0.00434  0.62141
   0.83812  0.00406  0.60884
   0.85277  0.00376  0.59809
   0.86741  0.00342  0.58524
   0.88205  0.00305  0.57527
   0.89670  0.00266  0.55896
   0.91134  0.00224  0.54564
   0.92599  0.00180  0.53259
   0.94062  0.00133  0.51579
   0.95520  0.00083  0.50136
   0.96954  0.00032  0.48307
   0.98300 -0.00018  0.46373
   0.99423 -0.00061  0.46242
   1.00000 -0.00084  0.48217
